사업장명,도로명주소,병상수,입원실수,의료인수,cluster,혼잡도,좌표정보(X),좌표정보(Y)
의료법인 해올의료재단 힐마루병원,"부산광역시 해운대구 달맞이길117번나길 174, 힐마루병원 (중동)",150.0,47.0,26.0,0,혼잡,399026.88960257,187172.761860652
해운대푸른바다병원,"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워(3층일부,8층일부,9층일부,11층일부,12~14층) (중동)",72.0,46.0,36.0,0,보통,397476.861960507,187317.663264698
효성시티병원,부산광역시 해운대구 해운대로 135 (재송동),151.0,37.0,85.0,0,보통,393169.639300227,189392.46355547
바른길병원,부산광역시 해운대구 선수촌로 144 (반여동),92.0,32.0,21.0,0,혼잡,393146.82174925,191686.652117774
부산성모안과병원,부산광역시 해운대구 해운대로 409 (우동),54.0,16.0,50.0,0,여유,394985.493779457,187475.846331733
퀸즈파크여성병원,"부산광역시 해운대구 해운대로 794, 10~11층 (좌동)",32.0,18.0,17.0,0,보통,398155.660814985,187681.573589165
한마음병원,"부산광역시 해운대구 달맞이길 30, 포디움동 2층 (중동, 엘시티)",59.0,36.0,19.0,0,혼잡,397540.467298187,186751.661439715
센텀속편한병원,부산광역시 해운대구 재반로 169 (재송동),37.0,12.0,21.0,0,보통,393828.107409721,190277.940988107
인제대학교 해운대백병원,부산광역시 해운대구 해운대로 875 (좌동),866.0,239.0,1619.0,1,여유,398749.005508548,188211.683012763
해운대나눔과행복병원,"부산광역시 해운대구 좌동순환로 502, 이룸제이타워 3~9층 (중동)",226.0,53.0,133.0,0,보통,397547.447576446,187358.73551491
김&정해운대병원,"부산광역시 해운대구 좌동로 88, 8층 (좌동, 울트라타워)",30.0,9.0,6.0,0,혼잡,398074.127570382,188030.043369638
엘리움병원,"부산광역시 해운대구 해운대로 794, 7~8층 (좌동, 삼정엘리움)",48.0,26.0,14.0,0,혼잡,398155.660814985,187681.573589165
의료법인 한세의료재단 한세병원,"부산광역시 해운대구 세실로 31, 대승프라임 6층 (좌동)",33.0,15.0,4.0,0,혼잡,398461.813174819,187579.129294703
센텀아동병원,"부산광역시 해운대구 해운대로 407, 6층 (우동, 신세계프라자)",44.0,23.0,11.0,0,혼잡,394974.292766227,187505.194990201
굳건병원,"부산광역시 사하구 낙동대로 446, 지하2층 일부, 1층 일부, 2~4층 전부, 6층 일부 (당리동)",68.0,21.0,49.0,0,여유,379560.984344142,180230.680636153
소나무병원,"부산광역시 사하구 까치고개로 79-2, 지하1~2층 전부, 1층 일부, 2~4층 전부 (괴정동)",120.0,57.0,40.0,0,보통,383154.474352375,180366.93172735
의료법인성신의료재단 다대수병원,부산광역시 사하구 다대로 565 (다대동),159.0,50.0,47.0,0,혼잡,379731.953370869,174765.307900471
항스퀘어 병원,부산광역시 사하구 다대로 251 (장림동),30.0,15.0,2.0,0,혼잡,380298.868619802,177439.845396617
파크병원,부산광역시 사하구 까치고개로 79-1 (괴정동),148.0,45.0,27.0,0,혼잡,383154.474352375,180366.93172735
서호하단병원,"부산광역시 사하구 낙동대로 446, 7~15층 (당리동)",180.0,60.0,76.0,0,보통,379560.984344142,180230.680636153
더탄탄병원,"부산광역시 사하구 사하로 189, 1층(일부),2~4층 (괴정동, 괴정어반푸르지오)",63.0,20.0,49.0,0,여유,381700.901583542,179527.764746144
부산더키즈병원,"부산광역시 사하구 다대로 234, 5,6,7,8,9층 (장림동)",65.0,41.0,12.0,0,혼잡,380229.205614374,177632.890631659
의료법인양경의료재단 중앙U병원,부산광역시 사하구 감천로 59 (감천동),143.0,35.0,22.0,0,혼잡,382236.047682303,178645.037220561
에디스여성병원,부산광역시 사하구 낙동대로 361 (당리동),36.0,22.0,11.0,0,혼잡,380272.27649707,179836.616780718
부산본병원,부산광역시 사하구 승학로 8 (당리동),200.0,62.0,142.0,0,여유,379527.59641944,180353.588070705
부산맘아동병원,"부산광역시 사하구 낙동대로 451, 금동빌딩 2,4,5-8층 (하단동)",63.0,39.0,10.0,0,혼잡,379453.799223213,180213.16712886
장림한서병원,부산광역시 사하구 다대로 315 (장림동),61.0,15.0,22.0,0,보통,380245.708438228,176796.07457927
강동병원,부산광역시 사하구 다대로 145 (신평동),166.0,49.0,62.0,0,보통,380335.294947072,178514.742856742
경희병원,부산광역시 사하구 다대로 321 (장림동),147.0,40.0,14.0,0,혼잡,380237.082724161,176727.879899413
큐병원,부산광역시 사하구 낙동대로 408 (당리동),147.0,46.0,105.0,0,여유,379900.467151896,180082.804739196
하나병원,부산광역시 사하구 다대로 311 (장림동),132.0,35.0,25.0,0,혼잡,380250.688449407,176831.89313057
프라임병원,부산광역시 사하구 낙동남로 1410 (하단동),96.0,30.0,40.0,0,보통,379155.538220183,180299.350499872
의료법인 라움의료재단 세웅병원,부산광역시 금정구 서동로 162 (서동),228.0,67.0,151.0,0,여유,391515.560274727,192598.304285521
의료법인아너의료재단 아름다운강산병원,부산광역시 금정구 공단로 7 (금사동),201.0,55.0,28.0,0,혼잡,392046.856142074,192814.863378413
새우리병원,부산광역시 금정구 중앙대로 2025 (남산동),70.0,26.0,21.0,0,혼잡,390303.546145452,198219.735101708
메드윌병원,"부산광역시 금정구 중앙대로 1951 (구서동, 메드월병원)",211.0,52.0,68.0,0,혼잡,390218.705471924,197468.218480341
순병원,부산광역시 금정구 중앙대로 1701 (부곡동),60.0,37.0,27.0,0,보통,390310.134656521,195024.868657244
부산마이크로병원,부산광역시 금정구 중앙대로 1875 (구서동),132.0,43.0,28.0,0,혼잡,390237.707109206,196713.703347617
단골병원,"부산광역시 금정구 중앙대로 1829, 5~10, 14층 12~13층 일부호 (구서동)",95.0,32.0,17.0,0,혼잡,390336.280355492,196268.610931928
화창한병원,"부산광역시 금정구 중앙대로1685번길 12, 지하2~6층 (부곡동)",99.0,39.0,28.0,0,혼잡,390278.854027773,194898.096714459
더케이부산병원,"부산광역시 금정구 금정로 244, 2~5층 (구서동)",47.0,26.0,10.0,0,혼잡,390364.863576071,195986.908984448
지온병원,"부산광역시 금정구 온천장로 146, 지하1,지상3~11층 (장전동)",99.0,41.0,17.0,0,혼잡,389819.155202928,193577.094365931
더희망찬병원,부산광역시 금정구 부곡로 130 (부곡동),140.0,39.0,12.0,0,혼잡,390416.939681302,194024.210737454
명지아동병원,"부산광역시 강서구 명지국제8로 240, 402,501,601호 (명지동, 국제메디칼빌딩)",64.0,32.0,12.0,0,혼잡,374899.716836179,179322.521008675
웰하이여성아동병원,"부산광역시 강서구 명지오션시티4로 95, 2~8, 10층 일부호 (명지동)",42.0,33.0,14.0,0,보통,373573.996361035,177367.942173947
개나리소아청소년과병원,"부산광역시 강서구 명지국제8로 269, 유당빌딩 4~5층 (명지동)",30.0,17.0,2.0,0,혼잡,375222.986528955,179364.528862086
명지오션척병원,"부산광역시 강서구 명지오션시티4로 88, 3~6,7층일부,9층 (명지동)",49.0,21.0,22.0,0,보통,373512.357680157,177446.757768911
의료법인 갑을의료재단 갑을녹산병원,부산광역시 강서구 녹산산단321로 24-8 (송정동),200.0,46.0,87.0,0,보통,368927.922926154,178400.845094545
행복한어린이병원,"부산광역시 강서구 명지국제1로 25, 우진메디컬프라 8~10층 (명지동)",80.0,50.0,17.0,0,혼잡,373499.368775529,178572.479628946
새항운병원,부산광역시 연제구 중앙대로 1064 (연산동),80.0,30.0,17.0,0,혼잡,389358.218709125,189058.506044335
의료법인나라의료재단 드림나라병원,부산광역시 연제구 중앙대로 1175 (거제동),93.0,49.0,15.0,0,혼잡,389324.415778065,190108.656451565
위대한탄생여성병원,"부산광역시 연제구 중앙대로 1083 (연산동, 3~7층, 12층)",45.0,24.0,22.0,0,보통,389406.610544539,189275.184330869
의료법인명은의료재단 명은병원,"부산광역시 연제구 월드컵대로 184, 명은 병원 (거제동)",66.0,13.0,16.0,0,혼잡,389079.862124133,189632.922153441
한양류마디병원,부산광역시 연제구 과정로 272 (연산동),200.0,48.0,63.0,0,혼잡,390995.593384019,189691.934996533
리스본병원,"부산광역시 연제구 중앙대로 1090, 프라임시티 9~11, 13층 일부호 (연산동)",55.0,11.0,17.0,0,혼잡,389488.706833663,189270.776461837
주성산 이진용맘병원,"부산광역시 연제구 거제대로 295, 8~11층 (거제동)",40.0,14.0,13.0,0,보통,389200.806587619,190119.772747657
한빛병원,"부산광역시 연제구 과정로 140, 부산은행 4층~10층 (연산동)",99.0,39.0,47.0,0,보통,391888.508759155,189214.013109373
베테랑병원,"부산광역시 연제구 중앙대로 1098, 7~11층 (연산동)",57.0,18.0,29.0,0,보통,389529.517654144,189324.730324163
세움병원,부산광역시 연제구 고분로13번길 15 (연산동),144.0,36.0,63.0,0,보통,389762.986134543,189486.317748469
부산광역시의료원,"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",538.0,137.0,404.0,1,여유,387472.043067552,189441.949504732
연제일신병원,부산광역시 연제구 고분로 6 (연산동),103.0,50.0,43.0,0,보통,389653.303148064,189372.134978884
웰니스병원,부산광역시 연제구 반송로 52 (연산동),65.0,28.0,16.0,0,혼잡,389930.786760987,189735.808578885
한나병원,부산광역시 수영구 황령대로481번길 7 (남천동),75.0,41.0,13.0,0,혼잡,391963.224505242,184267.497813348
메트로적추병원,부산광역시 수영구 수영로 390-1 (남천동),42.0,15.0,17.0,0,보통,392001.357328016,184479.425284219
상쾌한병원,부산광역시 수영구 연수로 406(광안동),37.0,13.0,12.0,0,보통,392481.324708482,187491.54754233
박원욱병원,"부산광역시 수영구 광안로 4, 지하1층,지상5~8층 (광안동, 에스케이뷰상가)",100.0,27.0,34.0,0,보통,392531.670195307,186197.061795234
수영어린이병원,"부산광역시 수영구 수영로 671, 2층~3층 (광안동)",38.0,20.0,10.0,0,혼잡,392578.64517389,187222.219535354
비에이치에스한서병원,부산광역시 수영구 수영로 615 (광안동),299.0,91.0,273.0,0,여유,392473.768378542,186671.3436279
광안자모병원,부산광역시 수영구 수영로 555 (광안동),52.0,27.0,30.0,0,보통,392404.706795224,186061.167328984
의료법인 센텀의료재단 센텀종합병원,부산광역시 수영구 수영로679번길 8 (광안동),494.0,132.0,384.0,0,여유,392569.415765374,187338.327232009
의료법인 은성의료재단 좋은강안병원,부산광역시 수영구 수영로 493 (남천동),570.0,193.0,632.0,1,여유,392257.789913649,185487.466788109
의료법인 은성의료재단 좋은삼선병원,"부산광역시 사상구 가야대로 326, 좋은삼선병원 (주례동)",407.0,124.0,499.0,0,여유,382929.299883695,185311.21070133
의료법인 영재의료재단 큰솔2병원,부산광역시 사상구 학장로 189 (학장동),193.0,51.0,79.0,0,보통,381032.911095974,184525.81747813
사상스마트병원,"부산광역시 사상구 학감대로 269, 지하2~지상10층 (감전동)",261.0,70.0,110.0,0,보통,381305.912068646,185803.908101407
의료법인영재의료재단 큰솔병원,부산광역시 사상구 대동로 141 (학장동),227.0,71.0,105.0,0,보통,380582.714469863,184202.36004044
부영병원,부산광역시 사상구 학감대로123번길 76 (학장동),94.0,26.0,8.0,0,혼잡,380745.620843268,184255.109322313
의료법인현백의료재단사상고려병원,"부산광역시 사상구 사상로 282, 280일부 (덕포동)",46.0,14.0,9.0,0,혼잡,380574.395538713,187436.785391477
의료법인센텀의료재단 서부산센텀병원,부산광역시 사상구 새벽로 226 (괘법동),201.0,44.0,107.0,0,보통,380749.815551217,186468.892231421
한국보훈복지의료공단 부산보훈병원,부산광역시 사상구 백양대로 420 (주례동),477.0,113.0,518.0,0,여유,382802.294516023,185696.175963195
동남권원자력의학원원자력병원,부산광역시 기장군 장안읍 좌동길 40,261.0,85.0,403.0,0,여유,403981.233496395,204720.419045565
정관우리아동병원,"부산광역시 기장군 정관읍 정관중앙로 56, 프라임빌딩",45.0,20.0,16.0,0,보통,398134.856761738,204657.775228914
(재)일신기독교선교회 정관일신기독병원,"부산광역시 기장군 정관읍 정관6로 31, 3-8, 10층",139.0,66.0,89.0,0,여유,397942.700663843,204428.576197141
일광아동병원,"부산광역시 기장군 일광읍 해빛6로 85-16, 일광청보리더스 6~9층",40.0,23.0,15.0,0,보통,402463.874023116,198527.513713401
MS재건병원,"대구광역시 중구 동덕로 194 (동인동1가, 동화빌딩)",201.0,57.0,125.0,0,여유,344864.509608912,264713.227959257
누네안과병원,"대구광역시 중구 달구벌대로 2179, 눈빌딩 1층~8층 (삼덕동2가)",150.0,46.0,52.0,0,보통,344602.34173515,263792.103323996
계명대학교대구동산병원,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",306.0,116.0,258.0,0,여유,342935.432333719,264310.97571078
광개토병원,"대구광역시 중구 중앙대로 366, 지하1,2,3,5,7,11,12,14,17층 (덕산동)",65.0,20.0,36.0,0,보통,343881.177240636,264052.881703325
대구삼육오엠씨병원,"대구광역시 중구 명륜로23길 106, 반월당 클래시아2차 2,3층 (봉산동)",30.0,14.0,7.0,0,혼잡,343978.239110686,263908.094895376
경북대학교병원,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원)",867.0,211.0,1744.0,1,여유,344867.643962902,264091.210417089
곽병원,대구광역시 중구 국채보상로 531 (수동),221.0,53.0,161.0,0,여유,343408.678768915,264556.652026826
남산병원,대구광역시 중구 남산로13길 9 (남산동),204.0,41.0,98.0,0,보통,342807.803775621,263521.781179234
우리들병원,대구광역시 중구 국채보상로 648 (동인동2가),145.0,35.0,132.0,0,여유,344532.227926784,264443.068519964
분홍빛으로병원,대구광역시 중구 동덕로 141 (삼덕동2가),30.0,12.0,20.0,0,여유,344741.680854175,264189.633082893
라파엘병원,대구광역시 중구 중앙대로 303 (남산동),45.0,16.0,23.0,0,보통,343708.664139556,263417.227532825
푸른병원,대구광역시 중구 태평로 102 (태평로3가),152.0,51.0,135.0,0,여유,343438.894560389,265123.795750983
으뜸병원,대구광역시 중구 국채보상로 536 (수동),81.0,22.0,63.0,0,여유,343471.485443124,264475.81583324
척탑병원,대구광역시 중구 달구벌대로 1999 (동산동),104.0,29.0,96.0,0,여유,342875.253155352,263957.611698755
대구파티마병원,대구광역시 동구 아양로 99 (신암동),666.0,209.0,802.0,1,여유,346578.288464123,266105.360280442
제일안과병원,대구광역시 동구 아양로 1 (신암동),50.0,19.0,33.0,0,여유,345712.900143535,265803.236146877
의료법인 백천의료재단 바로본병원,대구광역시 동구 국채보상로 769 (신천동),195.0,45.0,61.0,0,혼잡,345807.437021462,264337.234405612
한가람병원,대구광역시 동구 해동로 101 (지저동),30.0,8.0,26.0,0,여유,348136.736962456,266828.416672996
든든한병원,"대구광역시 동구 신암로 120, 1층일부,2~7층 (신암동)",70.0,16.0,36.0,0,보통,345540.500181823,265666.858678634
웰키즈아동병원,"대구광역시 동구 안심로 389, 3,4,5,6층 (신서동)",46.0,30.0,11.0,0,혼잡,355865.611497639,264626.115037599
강남종합병원,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",206.0,63.0,27.0,0,혼잡,350124.980475542,266047.641155698
진병원,대구광역시 동구 경안로 719 (서호동),99.0,21.0,15.0,0,혼잡,354657.903918317,264283.41616246
대구의료원,대구광역시 서구 평리로 157 (중리동),448.0,123.0,296.0,0,여유,339090.418139846,263235.19259721
대구스마일병원,"대구광역시 서구 국채보상로 232, 9~15층 (평리동)",196.0,53.0,66.0,0,보통,340511.431979053,264476.226538884
열린큰병원,"대구광역시 서구 달구벌대로 1877 (내당동, 열린큰병원)",83.0,18.0,42.0,0,보통,341707.641629107,263548.337251719
세민병원,"대구광역시 서구 국채보상로 302 (평리동, 세민병원)",151.0,38.0,64.0,0,보통,341181.499679747,264628.663965989
대명의료재단서대구병원,대구광역시 서구 국채보상로 200 (평리동),147.0,25.0,79.0,0,보통,340185.124027593,264390.7891165
한신병원,대구광역시 서구 서대구로 60 (내당동),292.0,76.0,112.0,0,보통,340529.546469084,263701.289462859
새동산병원,대구광역시 서구 국채보상로 379 (비산동),131.0,29.0,52.0,0,보통,341936.018970622,264741.18110298
더필병원,대구광역시 서구 서대구로 194 (평리동),114.0,30.0,98.0,0,여유,340375.784448483,265015.921290629
대구굿모닝병원,"대구광역시 서구 달서로 42, 대구 굿모닝병원 지하2층~11층 (내당동)",254.0,63.0,280.0,0,여유,341860.419648281,264004.459308992
제이병원,대구광역시 서구 달구벌대로 1677 (내당동),213.0,39.0,27.0,0,혼잡,339867.53680334,262785.174294918
참튼튼병원,"대구광역시 서구 달구벌대로 1807, 지하1,1층일부~7층 (내당동)",99.0,22.0,47.0,0,보통,341061.193457726,263322.685867634
대구예스병원,"대구광역시 남구 대명로 186, 지하1, 지상2~7층 (대명동)",160.0,53.0,62.0,0,보통,342535.755162739,261033.424898726
힘센병원,대구광역시 남구 봉덕로 71 (봉덕동),70.0,20.0,19.0,0,혼잡,344377.152654257,261741.930673059
통합의료진흥원 전인병원,대구광역시 남구 두류공원로 77 (대명동),200.0,61.0,56.0,0,혼잡,341756.341686665,261523.938933693
관문병원,"대구광역시 남구 월배로 480, 2,3,8,9,10,11층 (대명동)",109.0,35.0,66.0,0,여유,340581.448743009,260649.068162733
리더스재활의학병원,대구광역시 남구 성당로 268 (대명동),138.0,28.0,22.0,0,혼잡,342156.806645829,262972.989462618
대구가톨릭대학교병원,대구광역시 남구 두류공원로17길 33 (대명동),838.0,244.0,1633.0,1,여유,341586.955099937,261584.170368968
영남대학교병원,대구광역시 남구 현충로 170 (대명동),860.0,304.0,1713.0,1,여유,343157.682044362,261957.795169076
문성병원,"대구광역시 남구 성당로 168, 문성병원 (대명동)",201.0,45.0,71.0,0,보통,341803.863974508,262097.880177324
한영한마음아동병원,대구광역시 남구 월배로 468 (대명동),69.0,43.0,41.0,0,보통,340519.881278584,260505.621695551
의료법인 백산의료재단 K마디병원,대구광역시 북구 팔달로 217 (노원동2가),168.0,26.0,15.0,0,혼잡,342066.528854511,266438.332252582
의료법인강의료재단 강병원,대구광역시 북구 노원로 70 (노원동3가),272.0,74.0,36.0,0,혼잡,341676.839272454,267028.335958837
대구보건대학교병원,대구광역시 북구 팔거천동로 209 (동천동),247.0,56.0,96.0,0,보통,340481.226317685,272505.366926318
칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",945.0,275.0,1407.0,1,여유,341060.291840173,274001.578647157
뉴라이프병원,대구광역시 북구 공항로 15 (복현동),201.0,40.0,78.0,0,보통,345895.93045832,267642.920615218
근로복지공단 대구병원,대구광역시 북구 학정로 515 (학정동),200.0,65.0,103.0,0,보통,341044.442038716,273400.631796057
해피아이병원,"대구광역시 북구 팔거천동로 213, 3층~6층 (동천동)",60.0,34.0,24.0,0,보통,340486.076376065,272531.810873684
침산제이병원,"대구광역시 북구 침산남로 94, 다빈치 타워 1,3,4,6~8층 (침산동)",161.0,32.0,5.0,0,혼잡,343159.654422314,266550.305167496
의료법인 효민의료재단 큰사랑병원,"대구광역시 북구 대현로 46, 지하1층일부,1일부,5층,6층일부,7~8층 (대현동)",78.0,22.0,17.0,0,혼잡,344843.464427522,266105.354859842
신세계병원,대구광역시 북구 동북로 196 (산격동),40.0,21.0,65.0,0,여유,345615.223575863,267580.220533827
대구삼선병원,대구광역시 북구 칠곡중앙대로 448 (읍내동),76.0,21.0,25.0,0,보통,339729.913165146,271701.03616297
한성병원,대구광역시 북구 칠성남로30길 28 (칠성동2가),85.0,23.0,8.0,0,혼잡,344256.417997386,265162.329833937
대구가톨릭대학교 칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440 (읍내동),161.0,35.0,142.0,0,여유,339738.074906347,271622.109418164
대구병원,대구광역시 북구 칠곡중앙대로 194 (태전동),112.0,40.0,26.0,0,혼잡,339732.809456176,269220.832662362
대구시티병원,대구광역시 북구 동북로 270 (복현동),108.0,30.0,73.0,0,여유,346170.129406431,267110.687051683
로즈마리병원,대구광역시 북구 팔거천동로 215 (동천동),53.0,41.0,83.0,0,여유,340489.571646905,272557.05672629
의료법인 대구의료재단 케이병원,대구광역시 북구 칠곡중앙대로 357(태전동),241.0,69.0,17.0,0,혼잡,339527.443255698,270821.944410036
미래병원,"대구광역시 북구 신암로 55, 1층일부,2~3층,5~10층 (대현동)",192.0,52.0,13.0,0,혼잡,345039.482124278,265324.027519155
우리아이아동병원,"대구광역시 북구 동북로 244, 7층,8층 (복현동)",36.0,23.0,14.0,0,보통,345984.671121678,267300.804613056
경대돌담병원,"대구광역시 북구 호국로 861, 본관동 지상1~5층 (동호동)",140.0,49.0,28.0,0,혼잡,340786.864417384,274332.023954739
경대자연병원,"대구광역시 북구 동화천로 241, 4~7층 (연경동)",99.0,38.0,24.0,0,혼잡,345866.119052861,272562.955096575
굳센병원,대구광역시 수성구 국채보상로 830 (범어동),61.0,20.0,46.0,0,여유,346357.475654139,264234.751452245
수성아동병원,"대구광역시 수성구 명덕로 424, 진명빌딩 (수성동2가)",45.0,25.0,22.0,0,보통,345942.087782905,262756.685449216
올곧은병원,대구광역시 수성구 화랑로 66 (만촌동),43.0,10.0,25.0,0,보통,347529.806226566,264713.374826463
대구제이케이(JK)병원,"대구광역시 수성구 명덕로 414, 9~12층 (수성동2가)",60.0,32.0,26.0,0,보통,345857.221202617,262762.602556395
행복한에이치(H)병원,"대구광역시 수성구 달구벌대로 2656, 1~5,7~11,13~14층 (만촌동)",41.0,23.0,21.0,0,보통,349151.113530715,262980.298224469
의료법인경동의료재단효성병원,"대구광역시 수성구 수성로 194, 효성병원(본관) (중동)",98.0,59.0,144.0,0,여유,345643.769663741,261498.438243557
인제재활병원,대구광역시 수성구 신천동로84길 21 (수성동4가),30.0,6.0,3.0,0,혼잡,345492.69762255,263586.62912798
파티마여성병원,대구광역시 수성구 달구벌대로 3119 (시지동),38.0,23.0,68.0,0,여유,353370.715053663,261676.716479498
의료법인해정의료재단더좋은병원,"대구광역시 수성구 명덕로 443, 본관, 별관 (수성동3가)",169.0,44.0,67.0,0,보통,346137.829613153,262802.873969375
의료법인춘곡의료재단수성메트로병원,대구광역시 수성구 무열로 5 (만촌동),136.0,32.0,41.0,0,혼잡,348605.331031947,263409.200476286
(재)미리내천주성삼성직수도회천주성삼병원,"대구광역시 수성구 달구벌대로 3190 (신매동, 천주성삼병원)",288.0,64.0,215.0,0,여유,354045.591625184,261406.002752348
W여성병원,대구광역시 수성구 화랑로 58 (만촌동),30.0,16.0,40.0,0,여유,347491.745351025,264649.473769059
여성메디파크병원,대구광역시 수성구 동대구로 271 (범어동),36.0,20.0,44.0,0,여유,346713.946404382,262839.103624405
동인외과병원,대구광역시 수성구 화랑로 48 (만촌동),30.0,15.0,6.0,0,혼잡,347441.204256696,264576.035808855
수성한미병원,"대구광역시 수성구 달구벌대로 2348, 수협 G 타워 4~6층, 11층 (수성동3가)",62.0,12.0,26.0,0,보통,346203.908398505,263337.877098905
에스병원,"대구광역시 달서구 와룡로 57, 1~3,6층 (본리동)",38.0,10.0,9.0,0,혼잡,338755.23913905,260835.441029941
열린아동병원,"대구광역시 달서구 달구벌대로 1542, 3,4,5층 (감삼동)",41.0,25.0,25.0,0,여유,338660.466882108,262127.394862957
의료법인구의료재단 구병원,대구광역시 달서구 감삼북길 141 (감삼동),254.0,64.0,230.0,0,여유,339178.216887631,262256.555710566
마디탄탄병원,대구광역시 달서구 월배로 215 (상인동),111.0,20.0,36.0,0,보통,338818.079007894,258744.915334321
의료법인상보의료재단 대구경상병원,"대구광역시 달서구 달구벌대로 1762, 두류빌딩 1,4~7,8,9층 (두류동)",189.0,46.0,77.0,0,보통,340694.937121102,263034.270349431
삼일병원,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",299.0,104.0,288.0,0,여유,340308.668314263,260267.826934571
더블유병원,"대구광역시 달서구 달구벌대로 1632, 더블유병원 (감삼동)",462.0,119.0,347.0,0,여유,339487.334627189,262484.119911788
참조은병원,대구광역시 달서구 월배로 404 (송현동),102.0,25.0,66.0,0,여유,340133.074985139,260021.067982876
여성아이병원,대구광역시 달서구 월배로 141 (진천동),43.0,24.0,85.0,0,여유,338178.866316469,258401.901563391
더열린병원,"대구광역시 달서구 달구벌대로 1571, 더열린병원 (죽전동)",128.0,38.0,93.0,0,여유,338916.524439172,262312.612340037
백두병원,대구광역시 달서구 월배로 18 (진천동),62.0,19.0,37.0,0,보통,337101.938470308,257871.687865583
계명대학교동산병원,대구광역시 달서구 달구벌대로 1035 (신당동),932.0,284.0,1894.0,1,여유,334461.497981241,262699.052324095
더나은병원,대구광역시 달서구 달구벌대로 1576 (감삼동),284.0,78.0,112.0,0,보통,338998.817608681,262241.722998674
나사렛종합병원,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",269.0,85.0,290.0,0,여유,337788.166245049,258224.286111263
한국보훈복지의료공단 대구보훈병원,대구광역시 달서구 월곡로 60 (도원동),457.0,114.0,429.0,0,여유,340226.63529939,256974.538184566
의료법인 일민의료재단 세강병원,"대구광역시 달서구 구마로 220, 세강병원 (송현동)",240.0,63.0,86.0,0,보통,340129.677952406,260737.576800723
의료법인해성의료재단해성아리즈웰병원,대구광역시 달서구 계대동문로 96 (이곡동),263.0,72.0,92.0,0,보통,335681.886405936,262679.912743511
(의)서봉의료재단 보강병원,대구광역시 달서구 월배로 102 (진천동),160.0,34.0,134.0,0,여유,337822.654003206,258146.814892168
보광병원,"대구광역시 달서구 구마로 128, 보광병원 (본동)",151.0,35.0,104.0,0,여유,339237.568363199,260734.137862636
성서병원,대구광역시 달서구 달구벌대로 1152 (신당동),138.0,29.0,28.0,0,혼잡,334816.942245051,262220.732033216
의료법인열경의료재단 허병원,대구광역시 달서구 학산로 121 (본동),354.0,84.0,24.0,0,혼잡,339025.574074558,260351.592293211
진천신라병원,대구광역시 달서구 월배로 10 (진천동),70.0,23.0,13.0,0,혼잡,337047.317679935,257815.056389685
열린중앙병원,대구광역시 달성군 논공읍 논공로 743,74.0,18.0,6.0,0,혼잡,330712.904908793,248655.029584902
한솔병원,대구광역시 달성군 다사읍 달구벌대로 895,99.0,28.0,33.0,0,보통,332457.450310827,262873.847481411
행복한 병원,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",59.0,41.0,37.0,0,여유,332873.58844066,244686.529495474
더퍼스트병원,"대구광역시 달성군 화원읍 비슬로 2463, 103호,104호,201호,301호,5층",60.0,17.0,36.0,0,보통,334408.740194315,256363.918698473
우리허브병원,"대구광역시 달성군 현풍읍 테크노상업로 30, 3층~7층 일부, 8층, 9층 & 테크노상업로 26, 6~7층",152.0,52.0,49.0,0,혼잡,331393.936783614,244500.705818183
퍼스트병원,"인천광역시 중구 서해대로 492, 퍼스트병원 (유동)",249.0,70.0,80.0,0,혼잡,167824.245816617,440863.351688107
인천기독병원,인천광역시 중구 답동로30번길 10 (율목동),191.0,49.0,149.0,0,여유,167371.244309057,441066.393355597
가천대부속 동인천길병원,"인천광역시 중구 큰우물로 21 (용동, 지하1층, 1층, 3~5층, 8층)",60.0,15.0,9.0,0,혼잡,167322.153233407,441347.049558338
성모원탑병원,인천광역시 미추홀구 경인로 488 (주안동),37.0,10.0,21.0,0,보통,172852.286700676,439733.59893293
나누리병원,"인천광역시 미추홀구 인주대로 485 (주안동, 지2층 일부, 1~10층)",109.0,28.0,79.0,0,여유,172560.120355908,438813.793360563
새건병원,"인천광역시 미추홀구 경인로 430, 지1,2~9층 (주안동)",53.0,18.0,33.0,0,여유,172315.981380844,439543.397351451
인천사랑병원,인천광역시 미추홀구 미추홀대로 726 (주안동),298.0,83.0,62.0,0,혼잡,171680.617897735,440045.861100889
한국보훈복지의료공단 인천보훈병원,"인천광역시 미추홀구 인주대로 138, 인천보훈병원 지(1,2),1~7층 (용현동)",136.0,37.0,140.0,0,여유,169232.24130315,439306.181110157
