사업장명,도로명주소,병상수,입원실수,의료인수,cluster,혼잡도,좌표정보(X),좌표정보(Y)
광주열린병원,광주광역시 광산구 송도로 271 (송정동),149.0,38.0,22.0,0,혼잡,181602.785572161,182097.328552156
대전한국병원,대전광역시 동구 동서대로 1672 (성남동),253.0,71.0,151.0,0,보통,239044.353618488,316476.064297397
대전화병원,대전광역시 동구 동대전로 39 (신안동),75.0,20.0,51.0,0,여유,239341.18500517,314300.767139234
의료법인청운의료재단이안과병원,"대전광역시 중구 대종로 468, 천우빌딩 7,8,9층 (대흥동)",30.0,9.0,7.0,0,혼잡,238327.291956373,314031.331371631
더젠병원,"대전광역시 서구 계백로 1013, 3~7층 (관저동)",128.0,40.0,51.0,0,보통,230153.156851193,311297.892365428
학교법인 건양교육재단 건양대학교병원,"대전광역시 서구 관저동로 158, 건양대학교병원 (관저동)",819.0,291.0,893.0,1,여유,230748.319260163,311849.743904822
대전우리병원,"대전광역시 서구 문정로48번길 70, 2,7,8,9,10층 (탄방동)",151.0,33.0,109.0,0,여유,234407.594820299,315934.787083826
학교법인을지학원대전을지대학교병원,대전광역시 서구 둔산서로 95 (둔산동),725.0,214.0,916.0,1,여유,234214.946671041,317204.721803707
허리사랑병원,대전광역시 서구 계룡로 618 (괴정동),64.0,18.0,27.0,0,보통,235012.891241572,315492.592825938
서울여성병원,"대전광역시 서구 문정로 7, 신한일빌딩 B1, 2~6층 (둔산동)",78.0,45.0,26.0,0,보통,234097.22018397,316137.397615053
의료법인삼영의료재단 둔산병원,"대전광역시 서구 계룡로 568, 4,5,6층 (괴정동, 삼영빌딩)",49.0,14.0,15.0,0,혼잡,234643.915331391,315735.278890309
더블유여성병원,"대전광역시 서구 문정로48번길 70, 3,4,5층 (탄방동)",48.0,27.0,14.0,0,혼잡,234407.594820299,315934.787083826
대전굿니스병원,"대전광역시 서구 둔산중로 38, 둔산메트로존 9,10층 (둔산동)",71.0,33.0,9.0,0,혼잡,234687.878479794,316640.036933755
써지탑병원,"대전광역시 서구 대덕대로 238, 4,5,6층 (둔산동)",76.0,16.0,18.0,0,혼잡,234034.876986424,317098.249862468
킴벨피부과병원,"대전광역시 서구 대덕대로 238, 2층 (둔산동)",31.0,7.0,7.0,0,혼잡,234034.876986424,317098.249862468
대청병원,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",262.0,51.0,71.0,0,혼잡,233179.129256981,312030.067815306
다빈치병원,대전광역시 서구 계룡로553번길 60 (탄방동),216.0,55.0,83.0,0,보통,234540.5406931,316145.533253646
밝은누리안과병원,대전광역시 서구 둔산로 61 (둔산동),30.0,9.0,8.0,0,혼잡,234106.023054984,316817.896186174
국군대전병원,대전광역시 유성구 자운로 90 (자운동),446.0,147.0,118.0,0,혼잡,231289.819993671,322098.782215697
사)성재원성세병원,대전광역시 유성구 온천북로33번길 21-32 (봉명동),71.0,23.0,8.0,0,혼잡,230917.667055135,317487.568887347
의료법인 동강의료재단 동강병원,울산광역시 중구 태화로 239 (태화동),552.0,138.0,710.0,1,여유,408662.026192934,230621.993376911
맘스여성병원,울산광역시 중구 남외2길 36 (남외동),40.0,24.0,51.0,0,여유,413063.98739351,232217.009737985
의료법인에스엠씨의료재단울산세민병원,울산광역시 중구 학성로 184 (학성동),149.0,36.0,74.0,0,보통,411286.837464537,231034.739782602
의료법인 동강의료재단 동천동강병원,"울산광역시 중구 외솔큰길 215 (남외동, 동천동강병원)",243.0,55.0,213.0,0,여유,413012.49105159,232408.754670272
아이윤병원,"울산광역시 중구 번영로 371, 3,6,7,12층 (학산동)",30.0,14.0,7.0,0,혼잡,410905.165592335,231208.92512078
의)정우의료재단 더프라우병원,울산광역시 남구 삼산중로 94 (삼산동),153.0,54.0,88.0,0,보통,411772.807960307,229412.797203091
(의) 내경의료재단 울산제일병원,울산광역시 남구 남산로354번길 26 (신정동),148.0,42.0,44.0,0,혼잡,409126.503053156,230062.957868664
울산병원,울산광역시 남구 월평로171번길 13 (신정동),387.0,111.0,452.0,0,여유,410563.150418094,229884.947141054
(의)인석의료재단 보람병원,울산광역시 남구 돋질로336번길 10 (삼산동),214.0,114.0,154.0,0,여유,412238.401489765,229493.431663387
굿모닝병원,울산광역시 남구 삼산로 110 (달동),201.0,53.0,109.0,0,보통,410333.383538264,228617.092542327
울산미즈병원,울산광역시 남구 남산로 2 (무거동),44.0,32.0,21.0,0,보통,405849.758182459,230432.984909533
울산연세병원,"울산광역시 남구 대학로 152, 2~8층, 9층일부, 10층 울산연세병원 (무거동)",214.0,65.0,99.0,0,보통,405130.444174607,229935.419654409
울산365재활의학과병원,"울산광역시 남구 번영로 195, 2층,3(일부)층 (신정동, 동문아뮤티)",79.0,21.0,40.0,0,보통,410807.153000828,229455.010943935
위드여성병원,울산광역시 남구 남중로 123 (삼산동),42.0,27.0,20.0,0,보통,412854.347353267,229839.692278632
의료법인 은성의료재단 좋은삼정병원,울산광역시 남구 북부순환도로 51 (무거동),299.0,83.0,333.0,0,여유,405670.72549857,230494.610150191
의료법인 정안의료재단 중앙병원,"울산광역시 남구 문수로 472, 중앙병원 (신정동)",362.0,104.0,454.0,0,여유,408983.659567926,228275.334849492
서울아동병원,"울산광역시 남구 북부순환도로 25, 지하1,2~6층 (무거동)",61.0,36.0,20.0,0,보통,405422.664777426,230446.978652116
좋은의사들안과병원,"울산광역시 남구 삼산로 213, 웰빙메디타워 2~7, 10층 (달동)",30.0,11.0,6.0,0,혼잡,411283.239508313,229007.151327803
제니스병원,"울산광역시 남구 번영로 160, 1층 일부 2~3, 5~10층 (달동)",119.0,41.0,93.0,0,여유,411021.45012869,229141.858864579
하이본병원,"울산광역시 남구 돋질로 228, 2~7층 (달동)",99.0,27.0,68.0,0,여유,411239.794345172,229468.639434844
건강한윌병원,"울산광역시 남구 중앙로 282, 5~11층 (신정동)",69.0,25.0,31.0,0,보통,409428.332068421,229802.184904901
에이치엠병원,울산광역시 남구 중앙로167번길 26 (신정동),32.0,15.0,31.0,0,여유,409541.050422074,228655.145433698
의료법인동원의료재단강남동강병원,울산광역시 남구 돋질로 80 (달동),78.0,18.0,10.0,0,혼잡,409846.662429497,228975.077443981
중앙학문병원,울산광역시 남구 삼산로 161 (달동),30.0,13.0,9.0,0,혼잡,410779.173613154,228865.553222291
항사랑병원,울산광역시 남구 번영로 92 (달동),32.0,16.0,4.0,0,혼잡,411259.690808878,228508.871408239
하나이비인후과병원,울산광역시 남구 삼산로 139 (달동),39.0,18.0,35.0,0,여유,410561.202430324,228781.529047677
울들병원,"울산광역시 남구 중앙로 228, 2~10층 (신정동)",100.0,25.0,64.0,0,여유,409599.220625585,229301.014771143
학교법인 울산공업학원 울산대학교병원,"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",951.0,295.0,1929.0,1,여유,420254.566018024,227186.485604316
의료법인 송은의료재단 울산시티병원,울산광역시 북구 산업로 1007 (연암동),379.0,116.0,430.0,0,여유,413721.766715729,234008.513934705
의료법인 송은의료재단 울산시티2병원,울산광역시 북구 산업로 1001 (연암동),188.0,47.0,58.0,0,혼잡,413782.141087522,233907.373883997
울산엘리야병원,울산광역시 북구 호계로 285 (호계동),164.0,55.0,177.0,0,여유,412872.955020435,239095.846767277
아이마음아동병원,"울산광역시 북구 괴정1길 114, 2,3,4,5층 (매곡동)",71.0,44.0,22.0,0,혼잡,413463.927399391,240636.094813232
북울산병원,"울산광역시 북구 신답로 37, 지하1층~지상8층 (상안동)",146.0,41.0,55.0,0,보통,412300.659848759,239071.351643436
울산아동병원,울산광역시 북구 호계로 332-1 (신천동),30.0,15.0,14.0,0,보통,412798.148995001,239548.364400858
(의)성덕의료재단 간절곶자연병원,울산광역시 울주군 서생면 용리길 165-11,71.0,29.0,9.0,0,혼잡,411035.097080844,209948.720671214
의료법인 명원의료재단 파인힐병원,울산광역시 울주군 상북면 석남로 900,74.0,23.0,9.0,0,혼잡,387753.111939568,236656.916185843
울산이손병원,"울산광역시 울주군 삼남읍 하방로 43, (지하2층 일부, 지하1층, 지상 1,2층)",125.0,39.0,57.0,0,보통,389633.069880501,225011.296792603
서울산보람병원,"울산광역시 울주군 삼남읍 중평로 53, 서울산보람병원",213.0,80.0,145.0,0,여유,392212.302205781,230878.183731209
햇살아동병원,울산광역시 울주군 범서읍 천상중앙길 80,42.0,23.0,12.0,0,혼잡,401907.614524927,231542.624183339
자재병원,울산광역시 울주군 상북면 소야정길 216-39,49.0,25.0,26.0,0,보통,387301.10128301,235965.772962599
우리병원,울산광역시 울주군 언양읍 헌양길 175,50.0,37.0,3.0,0,혼잡,391854.412223118,231762.165468864
경기도의료원 수원병원,경기도 수원시 장안구 수성로245번길 69 (정자동),156.0,44.0,179.0,0,여유,199610.82972621,421112.521279044
가톨릭대학교 성빈센트병원,경기도 수원시 팔달구 중부대로 93 (지동),796.0,243.0,1704.0,1,여유,202374.325142243,419557.554211901
의료법인 송설의료재단 수원백병원,경기도 수원시 팔달구 정조로 793 (팔달로2가),47.0,20.0,7.0,0,혼잡,201373.289595995,419671.441674664
의료법인 녹산의료재단동수원병원,경기도 수원시 팔달구 중부대로 165 (우만동),394.0,122.0,411.0,0,여유,202973.03709619,419577.863800285
수원중앙병원,경기도 수원시 권선구 권선로 654 (권선동),269.0,80.0,52.0,0,혼잡,201953.834413132,417553.806938151
의료법인 장산의료재단이춘택병원,경기도 수원시 팔달구 매산로 138 (교동),160.0,44.0,128.0,0,여유,201316.604495349,418895.608852033
백성병원,경기도 수원시 팔달구 인계로 102 (인계동),127.0,44.0,46.0,0,보통,202469.817637089,418425.681958154
아주대학교병원,경기도 수원시 영통구 월드컵로 164 (원천동),1092.0,285.0,2435.0,1,여유,204210.046525146,419791.636818158
강남여성병원,경기도 수원시 팔달구 중부대로 96 (인계동),30.0,14.0,24.0,0,여유,202373.364942086,419429.820503316
삼성큰병원,경기도 수원시 권선구 매송고색로 724(고색동),110.0,30.0,28.0,0,혼잡,198485.035409437,416603.40037986
의료법인 토마스의료재단 윌스기념병원,경기도 수원시 팔달구 경수대로 437 (인계동),297.0,83.0,493.0,0,여유,202199.786700568,418163.389447061
시온여성병원,경기도 수원시 영통구 반달로 107 (영통동),61.0,34.0,94.0,0,여유,206728.842300475,416758.302681764
한독병원,경기도 수원시 팔달구 경수대로 487 (인계동),38.0,16.0,4.0,0,혼잡,202340.296828855,418645.211797322
에덴메디여성병원,경기도 수원시 권선구 동수원로 220 (권선동),32.0,19.0,56.0,0,여유,202946.073903066,416380.474855003
다인병원,"경기도 수원시 장안구 창룡대로 159, 다인병원 (연무동)",98.0,26.0,47.0,0,보통,202380.703697167,421109.181736574
김찬병원,"경기도 수원시 팔달구 경수대로 450, 3~13층 (인계동)",152.0,50.0,34.0,0,혼잡,202309.359987115,418244.897351925
수병원,경기도 수원시 팔달구 경수대로 613 (지동),99.0,24.0,69.0,0,여유,202574.876524899,419833.567070553
최강병원,경기도 수원시 팔달구 경수대로 471 (인계동),37.0,10.0,22.0,0,보통,202300.873397252,418479.104302012
세인트마리여성병원,"경기도 수원시 권선구 금곡로197번길 70, 1~5, 9층 (금곡동)",68.0,45.0,39.0,0,보통,195844.305785948,419278.090017568
버팀병원,"경기도 수원시 영통구 영통로 195, 골든스퀘어 2, 3, 4, 5층일부, 6층 (망포동)",90.0,20.0,30.0,0,보통,204894.596571785,415913.666015514
해성병원,경기도 수원시 팔달구 경수대로 542 (인계동),134.0,35.0,62.0,0,보통,202587.082435656,419123.384175451
제이에스병원,"경기도 수원시 권선구 금곡로196번길 76, 3~7층 (금곡동)",123.0,33.0,48.0,0,보통,195983.436226788,419066.160944479
의료법인 명인의료재단 화홍병원,경기도 수원시 권선구 호매실로90번길 98 (호매실동),258.0,77.0,123.0,0,보통,196712.026265735,417579.261275629
윤강병원,경기도 수원시 영통구 덕영대로1483번길 12 (망포동),98.0,26.0,13.0,0,혼잡,204682.004225851,416040.588568303
매듭병원,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)",79.0,24.0,27.0,0,보통,204678.018756442,415221.361491303
수원센텀병원,"경기도 수원시 권선구 호매실로90번길 76, 2~5층 (호매실동)",202.0,53.0,79.0,0,보통,196765.920520651,417424.197517001
리베르여성병원,"경기도 수원시 영통구 삼성로 34, 지하1,지상2~4층 (신동)",32.0,25.0,22.0,0,여유,204289.164583219,416181.137128472
수원아이편한병원,"경기도 수원시 팔달구 권광로 138, 수원시청역 선경센트럴파크 4층 (인계동)",51.0,33.0,16.0,0,혼잡,202733.785602761,417547.639611992
의료법인 덕산의료재단 수원덕산병원,경기도 수원시 권선구 서부로 1674 (고색동),439.0,158.0,266.0,0,여유,197651.178592515,417394.536733624
아름본재활의학과병원,"경기도 수원시 팔달구 인계로 118, 2층~5층 (인계동)",36.0,11.0,17.0,0,보통,202625.23364918,418377.45675413
우리병원,경기도 수원시 팔달구 경수대로 419 (인계동),54.0,13.0,19.0,0,보통,202139.993633729,417977.864949792
초이스병원,"경기도 수원시 영통구 중부대로 268, 1층2층5층6층7층 (매탄동, 매탄동클리닉센타)",41.0,12.0,6.0,0,혼잡,203921.073386769,419119.768769471
의료법인 한성재단 S서울병원,경기도 수원시 영통구 중부대로246번길 14 (매탄동),121.0,29.0,28.0,0,혼잡,203641.436473842,419180.728859986
수여성병원,경기도 수원시 권선구 서부로 1592 (고색동),34.0,18.0,14.0,0,보통,197819.021615818,416590.866821118
베데스다병원,"경기도 수원시 영통구 봉영로 1623, 드림피아빌딩 6층일부,7,8,9층 (영통동)",266.0,47.0,93.0,0,보통,206556.351819145,417113.766621288
쉬즈메디병원,경기도 수원시 팔달구 장다리로 288 (인계동),50.0,27.0,49.0,0,여유,202507.297561605,419151.796702647
서울성모안과병원,경기도 수원시 영통구 중부대로271번길 4 (원천동),30.0,9.0,18.0,0,보통,203996.997278002,419176.713212452
더웰병원,"경기도 수원시 영통구 봉영로 1620 (영통동, 대우월드마크영통 3,5,6,7,8층)",35.0,18.0,33.0,0,여유,206638.599645945,417009.931189422
성모척관병원,경기도 수원시 장안구 수성로 330(영화동),54.0,17.0,35.0,0,여유,200684.32426714,421114.823744729
나누리수원병원,"경기도 수원시 영통구 중부대로 295 (원천동, 외 11필지)",141.0,35.0,98.0,0,여유,204209.612933195,419110.426726273
국군수도병원,경기도 성남시 분당구 새마을로177번길 81 (율동),681.0,175.0,577.0,1,여유,213131.098532149,432263.904137237
서울나우병원,"경기도 성남시 분당구 분당로 43, 나우빌딩 5~11층,12일부층 (서현동)",64.0,17.0,74.0,0,여유,210585.183552319,431337.304453493
분당서울대학교병원,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대학교병원)",1245.0,365.0,3152.0,1,여유,210937.260614583,427534.279932334
연세스타병원,"경기도 성남시 수정구 산성대로 267, 5층 일부, 6층 (신흥동)",58.0,17.0,23.0,0,보통,212889.780307968,437694.304837431
미라클 병원,"경기도 성남시 분당구 매화로 39, 광명조합상가 2~5층 (야탑동)",81.0,41.0,19.0,0,혼잡,211751.91666796,434337.588963589
순천의료재단 성남정병원,"경기도 성남시 수정구 수정로 76, 지하3~9층 (수진동)",203.0,56.0,137.0,0,여유,211346.404240607,437531.330529133
의료법인 본플러스재단 분당병원,"경기도 성남시 분당구 정자로 13, 801,704호 (정자동, 월드비터)",31.0,10.0,17.0,0,보통,209347.535349372,429078.538734146
더미즈병원,"경기도 성남시 수정구 수정로 91, 더미즈병원 (태평동)",99.0,68.0,30.0,0,혼잡,211473.012089853,437639.12307892
분당제일여성병원,"경기도 성남시 분당구 서현로180번길 27, 1~6층 (서현동, 분당제일여성병원)",97.0,62.0,212.0,0,여유,210716.258279387,431661.638116659
바른세상병원,"경기도 성남시 분당구 야탑로75번길 5, 중앙빌딩 지1~5층 (야탑동)",179.0,41.0,162.0,0,여유,211158.287507448,434251.310563518
분당척병원,"경기도 성남시 분당구 성남대로 932, 1~9층 별관:성남대로926번길 12, 금탑프라자 702~706호 (야탑동)",81.0,20.0,84.0,0,여유,211374.669578547,434537.46230735
으뜸병원,"경기도 성남시 중원구 성남대로 1133, 성남 메트로칸 3,4층 (성남동)",38.0,7.0,9.0,0,혼잡,211313.708010185,436554.780756187
분당베스트병원,"경기도 성남시 분당구 성남대로926번길 6, 701,801호 (야탑동, 야탑대덕프라자)",149.0,29.0,54.0,0,보통,211425.537822823,434474.106083114
바른마디병원,경기도 성남시 중원구 광명로 330 (금광동),82.0,19.0,53.0,0,여유,214318.566422588,438127.583112652
사랑의병원,"경기도 성남시 분당구 분당내곡로 151, 6, 7층 (삼평동)",50.0,13.0,15.0,0,혼잡,209893.19444533,432815.237680924
휴엔병원,"경기도 성남시 수정구 산성대로 241, 9,10,11,12층 (신흥동)",180.0,34.0,14.0,0,혼잡,212681.476849763,437541.505068242
지우병원,경기도 성남시 수정구 수정로 183 (태평동),60.0,18.0,29.0,0,보통,212335.696641629,437960.918185518
성모윌병원,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",110.0,23.0,101.0,0,여유,211282.843344556,436931.594676797
성남시의료원,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",299.0,84.0,360.0,0,여유,212249.047353812,438077.510365737
위례재활병원,"경기도 성남시 수정구 위례서일로 6, 6층~9층 (창곡동)",134.0,36.0,69.0,0,보통,212022.823990217,440388.878095114
성남중앙병원,경기도 성남시 중원구 산성대로476번길 12 (금광동),200.0,51.0,114.0,0,보통,214270.883663617,438973.093666572
차의과학대학교분당차병원,경기도 성남시 분당구 야탑로 59 (야탑동),881.0,269.0,2117.0,1,여유,211018.695500306,434244.944455613
대진의료재단 분당제생병원,경기도 성남시 분당구 서현로180번길 20 (서현동),517.0,146.0,880.0,1,여유,210700.754934688,431789.637415435
참튼튼병원,"경기도 의정부시 태평로 66, 1,2,3,4층 (의정부동)",79.0,17.0,41.0,0,보통,204507.651298784,470668.91607406
호원병원,"경기도 의정부시 신흥로 145-1, B2-5층 (호원동)",65.0,13.0,14.0,0,혼잡,203752.299306863,469619.448388527
서울척병원,"경기도 의정부시 태평로 6, 2~5층 (의정부동)",62.0,9.0,50.0,0,여유,204216.075274824,470124.229147649
마스터플러스병원,"경기도 의정부시 신흥로 84, 지1, 2~6층 (호원동)",203.0,53.0,95.0,0,보통,203836.646821482,469012.323625359
리하트병원,"경기도 의정부시 충의로 3, 1~5층 (용현동)",178.0,43.0,73.0,0,보통,207742.49663546,469963.143794438
튼튼어린이병원,"경기도 의정부시 평화로 647, 미건메디컬프라자 B1,2,3,5층 201호 (의정부동)",55.0,35.0,14.0,0,혼잡,203863.769923643,471905.93918731
연세오케이병원,"경기도 의정부시 경의로 107, 2~6(일부제외)층 (의정부동)",65.0,19.0,33.0,0,보통,204112.385802701,470126.308249477
학교법인 을지학원 의정부을지대학교병원,"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",741.0,224.0,1050.0,1,여유,204511.986520007,472242.407803342
연세고든병원,"경기도 의정부시 천보로 44, 5~6층 (민락동)",71.0,20.0,36.0,0,보통,208436.880902864,471310.707482348
연세베스트병원,"경기도 의정부시 평화로 389, 2~8층 (호원동)",62.0,18.0,27.0,0,보통,204147.354843753,469350.024246307
경기도의료원의정부병원,경기도 의정부시 흥선로 142 (의정부동),203.0,44.0,162.0,0,여유,203675.62280699,470961.739301912
가톨릭대학교의정부성모병원,"경기도 의정부시 천보로 271, 의정부성모병원 (금오동)",700.0,159.0,1317.0,1,여유,206779.405225229,472877.607767168
의료법인성베드로병원,경기도 의정부시 평화로 622 (의정부동),124.0,41.0,84.0,0,여유,203963.932614073,471666.959141667
의료법인 영동의료재단 의정부백병원,경기도 의정부시 금신로 322 (신곡동),201.0,52.0,105.0,0,보통,205392.8904837,471430.532757223
신여성병원,경기도 의정부시 시민로 50 (의정부동),34.0,21.0,17.0,0,보통,203505.827265308,470610.592769112
우먼피아여성병원,경기도 의정부시 청사로5번길 16 (신곡동),32.0,21.0,11.0,0,보통,206106.66065237,471823.73493753
로체스터병원,경기도 의정부시 호국로1519번길 2-29 (금오동),145.0,40.0,67.0,0,보통,206197.885371607,472410.306015219
평촌서울나우병원,"경기도 안양시 동안구 시민대로 372, 평촌서울나우병원 (관양동)",95.0,29.0,102.0,0,여유,197405.461145835,432648.10838173
시대병원,"경기도 안양시 동안구 엘에스로 37, 2~5층 (호계동)",37.0,11.0,8.0,0,혼잡,195955.054060155,429459.646371662
봄빛병원,경기도 안양시 동안구 평촌대로211번길 26 (호계동),66.0,41.0,68.0,0,여유,195902.714786222,432013.199252666
한림대학교성심병원,경기도 안양시 동안구 관평로170번길 22 (평촌동),811.0,153.0,1649.0,1,여유,196549.373006235,432159.016762267
의료법인서원의료재단김형근예병원,"경기도 안양시 동안구 관악대로 458, 지하1층~지상8층 (관양동, 서진빌딩,456의2층~3층)",56.0,12.0,19.0,0,보통,197567.534675772,433513.100677718
그린재활의학과병원,"경기도 안양시 동안구 시민대로 311, 4층 (관양동, 금강스마트빌딩)",124.0,28.0,32.0,0,혼잡,196802.03700246,432668.465071353
아벤스병원,"경기도 안양시 동안구 관평로 307, 지하1층, 1층-5층 (관양동, 아벤스병원)",130.0,32.0,43.0,0,보통,196107.703034857,433544.436448118
의료법인 토마스의료재단 안양윌스기념병원,"경기도 안양시 동안구 경수대로 560, 안양남부새마을금고 2-8층 (호계동)",100.0,17.0,102.0,0,여유,196232.061341684,430078.441831822
부천중앙병원,"경기도 부천시 오정구 소사로 797 (원종동, 지하1일부,1,2,3,4층)",54.0,12.0,8.0,0,혼잡,182648.971917338,447235.875202225
더만족병원,경기도 부천시 원미구 계남로 310 (중동),64.0,16.0,34.0,0,보통,180629.671028766,444574.65824914
부천21세기병원,"경기도 부천시 소사구 경인로 180, 2층,3층 (심곡본동)",57.0,17.0,36.0,0,여유,180069.078164006,442402.13038558
수목부천병원,"경기도 부천시 원미구 부일로 448, 프리존 빌딩 6,7층 601,607,608,701,707,708호 (심곡동)",99.0,36.0,14.0,0,혼잡,180480.705338028,442664.19813911
부천서울어린이병원,"경기도 부천시 원미구 송내대로265번길 19, 4,5층 (상동, 대신프라자)",56.0,39.0,22.0,0,보통,178522.440963093,444945.755024196
부천세종병원,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",301.0,75.0,676.0,0,여유,181473.640037043,442107.447338552
가톨릭대학교부천성모병원,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",626.0,200.0,1160.0,1,여유,181568.842266425,442780.0090904
뉴대성병원,"경기도 부천시 원미구 부천로 91, ,부흥로373번길18, 부흥로377(기존디에스병원A동) (심곡동)",260.0,74.0,69.0,0,혼잡,180844.082980953,443382.946229536
순천향대학교부속부천병원,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",823.0,226.0,1699.0,1,여유,178949.580283127,444047.122441927
연세본사랑병원,"경기도 부천시 원미구 장말로 376, 지하1,2층 지상2~10층 (심곡동)",122.0,36.0,109.0,0,여유,180796.779210114,443093.630966491
초앤유여성병원,경기도 부천시 원미구 중동로248번길 19 (중동),43.0,23.0,15.0,0,보통,179572.165142814,444434.014945418
의료법인대인의료재단 다니엘종합병원,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",200.0,62.0,141.0,0,여유,179542.946676204,445601.578857178
서울여성병원,"경기도 부천시 원미구 길주로 84, 1~7층,8층 일부, 서울여성병원 / 길주로 74 3층 일부 (건강검진센터)  (상동)",91.0,56.0,81.0,0,여유,177965.74893568,444810.505135876
현병원,경기도 부천시 오정구 부천로 392 (내동),36.0,11.0,2.0,0,혼잡,180925.713575134,446338.724990429
예손병원,"경기도 부천시 원미구 부천로 206 (춘의동, 다성빌딩)",196.0,64.0,174.0,0,여유,181143.3655319,444514.391420932
부천우리병원,경기도 부천시 오정구 소사로 726 (원종동),135.0,36.0,146.0,0,여유,182709.293273135,446532.302861022
휴앤유병원,"경기도 부천시 소사구 심곡로10번길 63, 휴앤유병원 (송내동)",214.0,49.0,80.0,0,보통,179809.576662767,442340.677673673
스마튼병원,"경기도 부천시 원미구 신흥로 240 (중동, 스마튼병원)",48.0,11.0,31.0,0,여유,180132.698051622,444778.4052607
오정본병원,"경기도 부천시 오정구 소사로 801, 소사로 790 2층~3층 (원종동)",51.0,12.0,22.0,0,보통,182644.229615937,447285.305858252
인본병원,"경기도 부천시 원미구 상동로 90, 메가플러스빌딩 504,504-2,505,508일부호 (상동)",48.0,12.0,32.0,0,여유,178156.560320666,444798.495006961
생생병원,"경기도 부천시 소사구 경인옛로 3 (소사본동, 소사메디파크 5~8층)",64.0,15.0,58.0,0,여유,181632.547692777,442226.309838469
디딤병원,"경기도 부천시 원미구 부천로29번길 7, 부천메디컬프라자 5~10층 (심곡동)",53.0,16.0,18.0,0,보통,180737.161680102,442764.789152519
연세제일병원,"경기도 부천시 원미구 삼작로 252, 정남프라자 2층일부,4층일부,5층 (도당동)",51.0,15.0,5.0,0,혼잡,181320.347649005,446431.087455746
건주병원,"경기도 부천시 소사구 경인로536번길 27, 메디슨167 3,4,5층 (괴안동)",61.0,18.0,50.0,0,여유,183621.08302073,442520.86386147
건강한세상의료생협 참빛병원,"경기도 부천시 원미구 수도로 202, 은성프라자 1층일부, 2층일부, 3층 (도당동)",50.0,17.0,11.0,0,혼잡,181151.163696931,446396.77464979
성모힐병원,"경기도 부천시 소사구 경인로 17, 지하1층~지상5층 (송내동)",119.0,35.0,36.0,0,혼잡,178434.789729485,442398.265795739
새울병원,"경기도 부천시 소사구 소사로 80, 한일프라자 2,3,4,5,6층 (소사본동)",39.0,12.0,24.0,0,여유,182158.975028666,440442.683434416
마리안나병원,"경기도 광명시 광명로 844, 마리안나병원 (광명동)",89.0,45.0,37.0,0,보통,186868.213168204,441373.497278739
광명다시선병원,"경기도 광명시 오리로 518, CL Tower 7,8,9,10층 (소하동)",125.0,34.0,43.0,0,보통,189489.952176307,438456.261162102
광명새움병원,"경기도 광명시 오리로 518, 3~6층 (소하동)",55.0,14.0,49.0,0,여유,189489.952176307,438456.261162102
아이원병원,"경기도 광명시 소하로75번길 10, 3~8층 (소하동)",72.0,42.0,39.0,0,보통,189752.310215434,438424.963977542
광명기대찬병원,"경기도 광명시 오리로 872, 1-2, 4-7층 (철산동)",30.0,9.0,13.0,0,보통,188049.387593208,441552.688225066
광명성애병원,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",298.0,103.0,354.0,0,여유,188582.547234833,441255.889823499
중앙대학교광명병원,경기도 광명시 덕안로 110(일직동),695.0,227.0,1325.0,1,여유,189829.860259128,435826.835830008
평택우리병원,"경기도 평택시 비전5로 20-18, 가로수빌딩 1~4층 1층(102호),2층~4층호 (비전동)",61.0,17.0,60.0,0,여유,210041.453518562,388587.585426547
의료법인 박애의료재단 박애병원,경기도 평택시 평택2로20번길 3 (평택동),203.0,51.0,93.0,0,보통,207851.080498452,387947.419476183
연세다움병원,"경기도 평택시 중앙로 105 (비전동, 외2필지)",71.0,23.0,28.0,0,보통,208375.020662931,388006.270431368
의료법인양진의료재단 성세아이들병원,경기도 평택시 조개터로42번길 61 (합정동),44.0,27.0,46.0,0,여유,209381.442674186,387646.071544417
의료법인 청파의료재단 송탄중앙병원,경기도 평택시 오좌동길 17-16 (독곡동),189.0,43.0,17.0,0,혼잡,205617.267419414,398511.804793115
성심중앙병원,"경기도 평택시 안중읍 안현로서6길 16, 성심중앙병원",81.0,18.0,22.0,0,혼잡,193491.022224004,386957.435301385
의료법인백송의료재단 굿모닝병원,경기도 평택시 중앙로 338 (합정동),422.0,154.0,618.0,1,여유,210658.814016772,387673.399901758
의료법인 양진의료재단 평택성모병원,경기도 평택시 평택로 284 (세교동),366.0,100.0,420.0,0,여유,206528.12628095,389641.576158318
