사업장명,좌표정보(X),좌표정보(Y),도로명주소,병상수,입원실수,의료인수,cluster,혼잡도,hpid_x,dutyName_x,dutyAddr_x,hpid_y,dutyName_y,dutyAddr_y,hpid,dutyName,dutyAddr
주안퍼스트병원,172514.469020042,438845.856061564,"인천광역시 미추홀구 경원대로 768, 삼보빌딩 2~5층 (주안동)",88.0,34.0,20.0,0,혼잡,,,,,,,,,
고은여성병원,168710.423414293,439826.602521271,인천광역시 미추홀구 독배로 463 (숭의동),37.0,20.0,16.0,0,보통,,,,,,,,,
알엠병원,170518.173408914,438340.999906998,인천광역시 미추홀구 한나루로 446 (학익동),136.0,27.0,49.0,0,보통,,,,,,,,,
W(더블유)여성병원,171690.387974304,438809.96779308,"인천광역시 미추홀구 인주대로 400, 제일여성병원 2층 일부, 3-5층, 8층 (주안동)",60.0,40.0,29.0,0,보통,,,,,,,,,
나래병원,171081.625947145,434928.244784018,"인천광역시 연수구 청능대로 69, 나래병원 (청학동)",60.0,23.0,15.0,0,혼잡,,,,,,,,,
경인권역재활병원,172451.438069673,435193.972697616,인천광역시 연수구 원인재로 263 (연수동),120.0,36.0,37.0,0,혼잡,,,,,,,,,
서울바른척도병원,174848.239654252,439402.396373534,"인천광역시 남동구 구월로 233, 1층일부,2~5층 전체호 (구월동)",55.0,12.0,38.0,0,여유,,,,,,,,,
글로벌365mc병원,173473.832260562,438272.102552924,"인천광역시 남동구 예술로 138, 이토타워 413~422호 (구월동)",30.0,11.0,7.0,0,혼잡,,,,,,,,,
연세와병원,173579.941731897,439238.699289986,"인천광역시 남동구 정각로 2, 인천연세와병원 본관 지1층, 2~8층, 별관 1~4층, 옥탑 1~2층 (구월동)",79.0,25.0,58.0,0,여유,,,,,,,,,
일등병원,175652.596588598,439334.462750803,"인천광역시 남동구 구월로 311, 2층 (만수동)",30.0,9.0,15.0,0,보통,,,,,,,,,
정담병원,173967.570731385,439063.091920873,"인천광역시 남동구 구월남로 153, W 타워 3,4,5,6(일부층 (구월동)",40.0,14.0,20.0,0,보통,,,,,,,,,
서울이룸병원,174920.213821527,439391.038034496,"인천광역시 남동구 구월로 241, 1~5층 전체호 (구월동, 이룸메디컬)",68.0,20.0,3.0,0,혼잡,,,,,,,,,
모두병원,175670.497723462,433088.495548583,"인천광역시 남동구 논고개로 88, 외 논고개로90 3층호 (논현동, 지하1층전부,1층일부,2,3,4,5,6,7층전부)",65.0,15.0,35.0,0,여유,,,,,,,,,
올림피아병원,175152.900988705,439453.427198328,"인천광역시 남동구 호구포로 836, 구월프라자 1~3,5,6일부층 (구월동)",164.0,38.0,63.0,0,보통,,,,,,,,,
대찬병원,173606.306627898,438661.737707477,"인천광역시 남동구 인주대로 590, 1층일부, 2~8층, 9층일부 (구월동)",99.0,26.0,95.0,0,여유,,,,,,,,,
나다의료재단 소망병원,176045.363790294,443951.28362707,인천광역시 부평구 장제로 137 (부평동),30.0,7.0,3.0,0,혼잡,,,,,,,,,
다인이비인후과병원,174179.185186924,442871.866605984,"인천광역시 부평구 경원대로 1242, 지하1(일부)층, 1(일부)층, 3층, 4(일부)층, 5층, 6층, 7(일부)층 우암빌딩 (산곡동)",30.0,16.0,30.0,0,여유,,,,,,,,,
근로복지공단인천병원,178160.812854333,441588.947019173,인천광역시 부평구 무네미로 446 (구산동),280.0,80.0,221.0,2,여유,A1400032,근로복지공단인천병원,인천광역시 부평구 무네미로 446 (구산동),A1400032,근로복지공단인천병원,인천광역시 부평구 무네미로 446 (구산동),A1400032,근로복지공단인천병원,인천광역시 부평구 무네미로 446 (구산동)
연세백퍼센트병원,175699.54264801,443623.175844105,"인천광역시 부평구 부평문화로 87, 7~9층 10층 일부(1001~1005, 1007~1008)호 (부평동)",66.0,20.0,49.0,0,여유,,,,,,,,,
인천하이병원,176075.33053756,449068.841011664,인천광역시 계양구 경명대로 1107 (계산동),72.0,18.0,50.0,0,여유,,,,,,,,,
인천마디병원,175454.563070185,448906.453306532,인천광역시 계양구 계양대로 204 (계산동),74.0,20.0,51.0,0,여유,,,,,,,,,
효성병원,174417.771187534,447670.539638233,인천광역시 계양구 안남로 538 (효성동),181.0,37.0,57.0,2,보통,,,,,,,,,
인천더드림병원,175381.027365819,448131.664251626,인천광역시 계양구 계양대로 123(작전동),80.0,23.0,57.0,0,여유,A1403121,인천더드림병원,인천광역시 계양구 계양대로 123(작전동),A1403121,인천더드림병원,인천광역시 계양구 계양대로 123(작전동),A1403121,인천더드림병원,인천광역시 계양구 계양대로 123(작전동)
서송병원,174518.138976255,449052.018196719,"인천광역시 계양구 경명대로972번길 9, 계산종합의료단지 A,B동 전체호 (계산동)",432.0,114.0,205.0,2,보통,,,,,,,,,
오케이병원,176392.789045281,447368.564476959,"인천광역시 계양구 장제로 676, 오케이병원 2~7층 (작전동)",63.0,17.0,19.0,0,혼잡,,,,,,,,,
나움병원,169500.0,447993.88,"인천광역시 서구 청라에메랄드로 99, 지젤엠청라 A동 5층 (청라동)",80.0,29.0,27.0,0,보통,,,,,,,,,
인천연세병원,171136.135842238,449831.925294529,인천광역시 서구 승학로 320 (연희동),200.0,43.0,17.0,2,혼잡,,,,,,,,,
노송병원,170992.565342476,445322.898171679,"인천광역시 서구 가정로 280, 2~5층, 7층 (석남동)",84.0,22.0,30.0,0,보통,,,,,,,,,
착한마디병원,169596.481287462,455667.970827915,"인천광역시 서구 완정로 180, 2,3,4,5층 (마전동, 동화빌딩)",37.0,6.0,18.0,0,보통,,,,,,,,,
조아진병원,192558.5078563,184741.724920279,광주광역시 동구 무등로 329 (계림동),58.0,19.0,20.0,0,보통,,,,,,,,,
대중병원,192325.271533536,183729.68993269,광주광역시 동구 제봉로 187 (대인동),178.0,58.0,70.0,2,보통,,,,,,,,,
우병원,192598.375822095,184340.126895826,광주광역시 동구 구성로 271 (계림동),63.0,27.0,7.0,0,혼잡,,,,,,,,,
계림병원,192652.29737251,184644.525403797,광주광역시 동구 중앙로 327 (계림동),68.0,32.0,4.0,0,혼잡,,,,,,,,,
더스마트병원,193391.477524096,181453.915599891,"광주광역시 동구 남문로 689, 지하1층, 2층~9층 (학동)",121.0,42.0,32.0,0,혼잡,,,,,,,,,
메이저병원,192632.710439929,184758.112594242,"광주광역시 동구 중앙로 339, 2~8층 (계림동)",87.0,49.0,7.0,0,혼잡,,,,,,,,,
우리아동병원,187098.713848724,181319.004977777,광주광역시 서구 풍금로 167 (금호동),43.0,31.0,24.0,0,여유,,,,,,,,,
광주효민병원,187783.397608657,185822.013288188,"광주광역시 서구 하남대로680번길 2, 지상2층 (동천동)",56.0,13.0,4.0,0,혼잡,,,,,,,,,
상무효정병원,186158.840821989,183735.42430581,"광주광역시 서구 상무중앙로 64, 골드메디타워 5층,9층~13층 (치평동)",170.0,45.0,26.0,2,혼잡,,,,,,,,,
서광병원,186776.22292077,181506.92561986,광주광역시 서구 금화로59번길 6 (금호동),200.0,78.0,104.0,2,여유,A1500020,서광병원,광주광역시 서구 금화로59번길 6 (금호동),A1500020,서광병원,광주광역시 서구 금화로59번길 6 (금호동),A1500020,서광병원,광주광역시 서구 금화로59번길 6 (금호동)
중앙병원,189038.937072416,183697.970690602,"광주광역시 서구 상무대로 1084, 4-7층 (화정동)",69.0,25.0,12.0,0,혼잡,,,,,,,,,
뉴엔젤병원,186660.576598214,183743.056684611,"광주광역시 서구 운천로 227, 2,4~6층 (치평동)",70.0,39.0,8.0,0,혼잡,,,,,,,,,
화정아동병원,188774.432179765,183495.657919397,"광주광역시 서구 화운로 129, 2~5층 (화정동)",46.0,30.0,11.0,0,혼잡,,,,,,,,,
광주힐병원,186843.046523255,182720.459865774,"광주광역시 서구 운천로113번길 19-1, 지하~지상4층 (쌍촌동)",96.0,45.0,6.0,0,혼잡,,,,,,,,,
더(THE)건강한병원,187745.98798197,179936.767039634,"광주광역시 서구 송풍로 11, 2~3층 (풍암동)",76.0,31.0,8.0,0,혼잡,,,,,,,,,
예스정형외과병원,189338.99389417,184445.01303996,"광주광역시 서구 죽봉대로 66, 2,3,4층 (농성동)",44.0,15.0,22.0,0,보통,,,,,,,,,
문영래 정형외과병원,186934.659708642,182977.823606803,"광주광역시 서구 운천로 148, 2,3,5층 (쌍촌동)",50.0,16.0,21.0,0,보통,,,,,,,,,
소망하나로병원,188326.297258946,183040.486237659,"광주광역시 서구 월드컵4강로 110, 소망산부인과 1-6층 (화정동)",60.0,21.0,19.0,0,보통,,,,,,,,,
선한병원,189629.892537034,184722.564513145,광주광역시 서구 무진대로 975 (광천동),201.0,65.0,69.0,2,보통,A1502006,선한병원,광주광역시 서구 무진대로 975 (광천동),A1502006,선한병원,광주광역시 서구 무진대로 975 (광천동),A1502006,선한병원,광주광역시 서구 무진대로 975 (광천동)
시원병원,186158.840821989,183735.42430581,"광주광역시 서구 상무중앙로 64, 3,6~8층 (치평동)",109.0,34.0,8.0,0,혼잡,,,,,,,,,
밝은안과21병원,189405.241176076,184642.304687198,"광주광역시 서구 무진대로 950 (농성동, 주식회사명안빌딩)",30.0,9.0,19.0,0,여유,,,,,,,,,
새희망병원,190285.485200705,178138.206540649,"광주광역시 남구 효우1로 12, 지하1층 일부, 1층 일부, 501, 601, 701호 (행암동)",95.0,63.0,11.0,0,혼잡,,,,,,,,,
서울휴병원,189707.752631698,181269.94441088,"광주광역시 남구 회재로 1154, 서울휴병원 지하1층, 2층~6층 (주월동)",31.0,12.0,16.0,0,여유,,,,,,,,,
가제트병원,191850.187176542,181590.597999899,"광주광역시 남구 대남대로127번길 5, 가제트병원 (방림동)",80.0,18.0,38.0,0,보통,,,,,,,,,
한일병원,191755.825718171,181585.973204044,"광주광역시 남구 봉선중앙로 137, 한일병원 (봉선동)",99.0,28.0,16.0,0,혼잡,,,,,,,,,
예사랑아동병원,190679.530645788,180116.610773262,광주광역시 남구 서문대로 683 (진월동),94.0,60.0,35.0,0,보통,,,,,,,,,
사랑샘병원,192396.276458223,181756.090757418,"광주광역시 남구 용대로 208, 지하1,지상4~7층 (방림동)",59.0,20.0,19.0,0,보통,,,,,,,,,
광주참병원,190554.824392771,181647.054898932,광주광역시 남구 회재로 1244 (주월동),111.0,30.0,25.0,0,혼잡,,,,,,,,,
늘푸른병원,190039.601989038,182870.021677358,광주광역시 남구 금화로 436 (월산동),75.0,27.0,6.0,0,혼잡,,,,,,,,,
가람병원,189347.047837214,186108.107828823,"광주광역시 북구 북문대로 14, 지하1,1~5층 (운암동)",77.0,34.0,5.0,0,혼잡,,,,,,,,,
비엔날레병원,189954.584464959,186918.724544673,"광주광역시 북구 비엔날레로 108, 3,5층 (용봉동)",87.0,40.0,4.0,0,혼잡,,,,,,,,,
더나은병원,187681.019097935,189800.226856209,"광주광역시 북구 첨단연신로108번길 22, 2~5층 (신용동)",85.0,25.0,16.0,0,혼잡,,,,,,,,,
빛고을선병원,190723.370949894,185286.261476061,"광주광역시 북구 무등로 140, 지하1~지상1,3~6,8~9층 (신안동)",150.0,45.0,25.0,0,혼잡,,,,,,,,,
새나래병원,187545.072499609,189762.926040983,"광주광역시 북구 첨단연신로 101, 2-9층 (신용동)",103.0,22.0,48.0,0,보통,,,,,,,,,
아이맘아동병원,188500.157806914,190151.178692801,"광주광역시 북구 하서로 400, 2,3,4,5층 (양산동)",58.0,33.0,37.0,0,여유,,,,,,,,,
광주바로병원,187165.498415271,189712.31999955,"광주광역시 북구 첨단연신로91번길 42, 첨단써밋센트럴타워 (신용동)",114.0,38.0,54.0,0,보통,,,,,,,,,
두암기독병원,193867.55382831,184710.169884451,광주광역시 북구 갈마로 27 (풍향동),143.0,42.0,42.0,0,혼잡,,,,,,,,,
튼튼정형외과병원,192122.592300182,186003.685705838,광주광역시 북구 서방로 12 (중흥동),59.0,14.0,33.0,0,여유,,,,,,,,,
광주굿모닝병원,188215.229250714,187301.916231287,광주광역시 북구 북문대로 182 (운암동),124.0,37.0,52.0,0,보통,,,,,,,,,
새운암병원,189118.483685233,186183.171556614,"광주광역시 북구 북문대로 35, 지하1-지상7층 (운암동)",73.0,30.0,4.0,0,혼잡,,,,,,,,,
호남권역재활병원,189324.118594375,191798.108508527,광주광역시 북구 하서로 590 (본촌동),188.0,51.0,61.0,2,보통,,,,,,,,,
빛고을여성병원,188418.689799441,190137.452144316,"광주광역시 북구 하서로 395, 빛고을 여성병원 2~7층 (양산동)",85.0,59.0,54.0,0,여유,,,,,,,,,
빛고을생생병원,193718.513330798,187052.408357496,"광주광역시 북구 각화대로 7, 지1, 1~5층 (각화동)",127.0,39.0,44.0,0,보통,,,,,,,,,
힘내라정형외과병원,188189.898813384,187112.706497823,"광주광역시 북구 북문대로 167, 3층 302호, 4, 5층 (운암동)",50.0,17.0,15.0,0,혼잡,,,,,,,,,
중앙에스오디병원,189314.260616948,185725.970368377,"광주광역시 북구 하남대로 832, 1~4층 (운암동)",52.0,22.0,3.0,0,혼잡,,,,,,,,,
하나아동병원,185740.033832182,190898.679898768,광주광역시 광산구 임방울대로 784 (월계동),52.0,33.0,26.0,0,보통,,,,,,,,,
광산수완미래아동병원,183351.877409479,186264.845524517,"광주광역시 광산구 임방울대로 162 (운남동, 광산미래아동병원)",60.0,37.0,43.0,0,여유,,,,,,,,,
한마음병원,181056.42683378,181094.271041487,"광주광역시 광산구 송도로 160, 3,4층 (도산동)",48.0,26.0,23.0,0,보통,,,,,,,,,
도원병원,183898.531283728,186476.187897304,광주광역시 광산구 목련로219번길 140 (운남동),80.0,25.0,4.0,0,혼잡,,,,,,,,,
슬기로운재활의학과병원,181307.928192751,182655.936812488,"광주광역시 광산구 상무대로 271, 슬기로운재활의학과병원 (소촌동)",99.0,41.0,31.0,0,혼잡,,,,,,,,,
더블유여성병원,183813.091096381,187849.980512539,광주광역시 광산구 임방울대로 331 (수완동),54.0,45.0,79.0,0,여유,,,,,,,,,
세계로병원,183401.029822815,188021.504481302,광주광역시 광산구 장신로 77 (장덕동),163.0,42.0,105.0,2,여유,,,,,,,,,
광주21세기병원,183354.955625432,186324.686699865,"광주광역시 광산구 임방울대로 164 (운남동, 광주21세기병원)",94.0,27.0,40.0,0,보통,,,,,,,,,
광주365재활병원,181751.931868631,187078.57213528,광주광역시 광산구 하남마항로 26(흑석동),176.0,47.0,80.0,2,보통,,,,,,,,,
광주센트럴병원,184392.118209497,187404.077274854,"광주광역시 광산구 수완로 6, A동1,3,5,6층/B동동 (신가동)",299.0,99.0,179.0,2,여유,A1502007,광주센트럴병원,"광주광역시 광산구 수완로 6, A동1,3,5,6층/B동동 (신가동)",A1502007,광주센트럴병원,"광주광역시 광산구 수완로 6, A동1,3,5,6층/B동동 (신가동)",A1502007,광주센트럴병원,"광주광역시 광산구 수완로 6, A동1,3,5,6층/B동동 (신가동)"
더젠병원,230153.156851193,311297.892365428,"대전광역시 서구 계백로 1013, 3~7층 (관저동)",128.0,40.0,51.0,0,보통,,,,,,,,,
더블유여성병원,234407.594820299,315934.787083826,"대전광역시 서구 문정로48번길 70, 3,4,5층 (탄방동)",48.0,27.0,14.0,0,혼잡,,,,,,,,,
대전굿니스병원,234687.878479794,316640.036933755,"대전광역시 서구 둔산중로 38, 둔산메트로존 9,10층 (둔산동)",71.0,33.0,9.0,0,혼잡,,,,,,,,,
써지탑병원,234034.876986424,317098.249862468,"대전광역시 서구 대덕대로 238, 4,5,6층 (둔산동)",76.0,16.0,18.0,0,혼잡,,,,,,,,,
킴벨피부과병원,234034.876986424,317098.249862468,"대전광역시 서구 대덕대로 238, 2층 (둔산동)",31.0,7.0,7.0,0,혼잡,,,,,,,,,
대청병원,233179.129256981,312030.067815306,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",262.0,51.0,71.0,2,혼잡,A1602246,대청병원,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",A1602246,대청병원,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",A1602246,대청병원,"대전광역시 서구 계백로 1322 (정림동, 대청병원)"
다빈치병원,234540.5406931,316145.533253646,대전광역시 서구 계룡로553번길 60 (탄방동),216.0,55.0,83.0,2,보통,,,,,,,,,
밝은누리안과병원,234106.023054984,316817.896186174,대전광역시 서구 둔산로 61 (둔산동),30.0,9.0,8.0,0,혼잡,,,,,,,,,
맘스여성병원,413063.98739351,232217.009737985,울산광역시 중구 남외2길 36 (남외동),40.0,24.0,51.0,0,여유,,,,,,,,,
의료법인 동강의료재단 동천동강병원,413012.49105159,232408.754670272,"울산광역시 중구 외솔큰길 215 (남외동, 동천동강병원)",243.0,55.0,213.0,2,여유,,,,,,,,,
아이윤병원,410905.165592335,231208.92512078,"울산광역시 중구 번영로 371, 3,6,7,12층 (학산동)",30.0,14.0,7.0,0,혼잡,,,,,,,,,
울산미즈병원,405849.758182459,230432.984909533,울산광역시 남구 남산로 2 (무거동),44.0,32.0,21.0,0,보통,,,,,,,,,
울산연세병원,405130.444174607,229935.419654409,"울산광역시 남구 대학로 152, 2~8층, 9층일부, 10층 울산연세병원 (무거동)",214.0,65.0,99.0,2,보통,,,,,,,,,
울산365재활의학과병원,410807.153000828,229455.010943935,"울산광역시 남구 번영로 195, 2층,3(일부)층 (신정동, 동문아뮤티)",79.0,21.0,40.0,0,보통,,,,,,,,,
위드여성병원,412854.347353267,229839.692278632,울산광역시 남구 남중로 123 (삼산동),42.0,27.0,20.0,0,보통,,,,,,,,,
의료법인 은성의료재단 좋은삼정병원,405670.72549857,230494.610150191,울산광역시 남구 북부순환도로 51 (무거동),299.0,83.0,333.0,2,여유,,,,,,,,,
의료법인 정안의료재단 중앙병원,408983.659567926,228275.334849492,"울산광역시 남구 문수로 472, 중앙병원 (신정동)",362.0,104.0,454.0,2,여유,,,,,,,,,
서울아동병원,405422.664777426,230446.978652116,"울산광역시 남구 북부순환도로 25, 지하1,2~6층 (무거동)",61.0,36.0,20.0,0,보통,,,,,,,,,
좋은의사들안과병원,411283.239508313,229007.151327803,"울산광역시 남구 삼산로 213, 웰빙메디타워 2~7, 10층 (달동)",30.0,11.0,6.0,0,혼잡,,,,,,,,,
제니스병원,411021.45012869,229141.858864579,"울산광역시 남구 번영로 160, 1층 일부 2~3, 5~10층 (달동)",119.0,41.0,93.0,0,여유,,,,,,,,,
하이본병원,411239.794345172,229468.639434844,"울산광역시 남구 돋질로 228, 2~7층 (달동)",99.0,27.0,68.0,0,여유,,,,,,,,,
건강한윌병원,409428.332068421,229802.184904901,"울산광역시 남구 중앙로 282, 5~11층 (신정동)",69.0,25.0,31.0,0,보통,,,,,,,,,
의료법인 송은의료재단 울산시티병원,413721.766715729,234008.513934705,울산광역시 북구 산업로 1007 (연암동),379.0,116.0,430.0,2,여유,,,,,,,,,
의료법인 송은의료재단 울산시티2병원,413782.141087522,233907.373883997,울산광역시 북구 산업로 1001 (연암동),188.0,47.0,58.0,2,혼잡,,,,,,,,,
아이마음아동병원,413463.927399391,240636.094813232,"울산광역시 북구 괴정1길 114, 2,3,4,5층 (매곡동)",71.0,44.0,22.0,0,혼잡,,,,,,,,,
북울산병원,412300.659848759,239071.351643436,"울산광역시 북구 신답로 37, 지하1층~지상8층 (상안동)",146.0,41.0,55.0,0,보통,,,,,,,,,
(의)성덕의료재단 간절곶자연병원,411035.097080844,209948.720671214,울산광역시 울주군 서생면 용리길 165-11,71.0,29.0,9.0,0,혼잡,,,,,,,,,
의료법인 명원의료재단 파인힐병원,387753.111939568,236656.916185843,울산광역시 울주군 상북면 석남로 900,74.0,23.0,9.0,0,혼잡,,,,,,,,,
울산이손병원,389633.069880501,225011.296792603,"울산광역시 울주군 삼남읍 하방로 43, (지하2층 일부, 지하1층, 지상 1,2층)",125.0,39.0,57.0,0,보통,,,,,,,,,
햇살아동병원,401907.614524927,231542.624183339,울산광역시 울주군 범서읍 천상중앙길 80,42.0,23.0,12.0,0,혼잡,,,,,,,,,
자재병원,387301.10128301,235965.772962599,울산광역시 울주군 상북면 소야정길 216-39,49.0,25.0,26.0,0,여유,,,,,,,,,
우리병원,391854.412223118,231762.165468864,울산광역시 울주군 언양읍 헌양길 175,50.0,37.0,3.0,0,혼잡,,,,,,,,,
다인병원,202380.703697167,421109.181736574,"경기도 수원시 장안구 창룡대로 159, 다인병원 (연무동)",98.0,26.0,47.0,0,보통,,,,,,,,,
김찬병원,202309.359987115,418244.897351925,"경기도 수원시 팔달구 경수대로 450, 3~13층 (인계동)",152.0,50.0,34.0,2,혼잡,,,,,,,,,
수병원,202574.876524899,419833.567070553,경기도 수원시 팔달구 경수대로 613 (지동),99.0,24.0,69.0,0,여유,,,,,,,,,
최강병원,202300.873397252,418479.104302012,경기도 수원시 팔달구 경수대로 471 (인계동),37.0,10.0,22.0,0,여유,,,,,,,,,
세인트마리여성병원,195844.305785948,419278.090017568,"경기도 수원시 권선구 금곡로197번길 70, 1~5, 9층 (금곡동)",68.0,45.0,39.0,0,여유,,,,,,,,,
버팀병원,204894.596571785,415913.666015514,"경기도 수원시 영통구 영통로 195, 골든스퀘어 2, 3, 4, 5층일부, 6층 (망포동)",90.0,20.0,30.0,0,보통,,,,,,,,,
해성병원,202587.082435656,419123.384175451,경기도 수원시 팔달구 경수대로 542 (인계동),134.0,35.0,62.0,0,보통,,,,,,,,,
제이에스병원,195983.436226788,419066.160944479,"경기도 수원시 권선구 금곡로196번길 76, 3~7층 (금곡동)",123.0,33.0,48.0,0,보통,,,,,,,,,
의료법인 명인의료재단 화홍병원,196712.026265735,417579.261275629,경기도 수원시 권선구 호매실로90번길 98 (호매실동),258.0,77.0,123.0,2,보통,,,,,,,,,
윤강병원,204682.004225851,416040.588568303,경기도 수원시 영통구 덕영대로1483번길 12 (망포동),98.0,26.0,13.0,0,혼잡,,,,,,,,,
매듭병원,204678.018756442,415221.361491303,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)",79.0,24.0,27.0,0,보통,A2119276,매듭병원,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)",A2119276,매듭병원,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)",A2119276,매듭병원,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)"
수원센텀병원,196765.920520651,417424.197517001,"경기도 수원시 권선구 호매실로90번길 76, 2~5층 (호매실동)",202.0,53.0,79.0,2,보통,,,,,,,,,
리베르여성병원,204289.164583219,416181.137128472,"경기도 수원시 영통구 삼성로 34, 지하1,지상2~4층 (신동)",32.0,25.0,22.0,0,여유,,,,,,,,,
수원아이편한병원,202733.785602761,417547.639611992,"경기도 수원시 팔달구 권광로 138, 수원시청역 선경센트럴파크 4층 (인계동)",51.0,33.0,16.0,0,혼잡,,,,,,,,,
의료법인 덕산의료재단 수원덕산병원,197651.178592515,417394.536733624,경기도 수원시 권선구 서부로 1674 (고색동),439.0,158.0,266.0,2,여유,,,,,,,,,
아름본재활의학과병원,202625.23364918,418377.45675413,"경기도 수원시 팔달구 인계로 118, 2층~5층 (인계동)",36.0,11.0,17.0,0,보통,,,,,,,,,
베데스다병원,206556.351819145,417113.766621288,"경기도 수원시 영통구 봉영로 1623, 드림피아빌딩 6층일부,7,8,9층 (영통동)",266.0,47.0,93.0,2,보통,,,,,,,,,
쉬즈메디병원,202507.297561605,419151.796702647,경기도 수원시 팔달구 장다리로 288 (인계동),50.0,27.0,49.0,0,여유,,,,,,,,,
서울성모안과병원,203996.997278002,419176.713212452,경기도 수원시 영통구 중부대로271번길 4 (원천동),30.0,9.0,18.0,0,여유,,,,,,,,,
더웰병원,206638.599645945,417009.931189422,"경기도 수원시 영통구 봉영로 1620 (영통동, 대우월드마크영통 3,5,6,7,8층)",35.0,18.0,33.0,0,여유,,,,,,,,,
성모척관병원,200684.32426714,421114.823744729,경기도 수원시 장안구 수성로 330(영화동),54.0,17.0,35.0,0,여유,,,,,,,,,
나누리수원병원,204209.612933195,419110.426726273,"경기도 수원시 영통구 중부대로 295 (원천동, 외 11필지)",141.0,35.0,98.0,0,여유,,,,,,,,,
연세스타병원,212889.780307968,437694.304837431,"경기도 성남시 수정구 산성대로 267, 5층 일부, 6층 (신흥동)",58.0,17.0,23.0,0,보통,,,,,,,,,
미라클 병원,211751.91666796,434337.588963589,"경기도 성남시 분당구 매화로 39, 광명조합상가 2~5층 (야탑동)",81.0,41.0,19.0,0,혼잡,,,,,,,,,
분당척병원,211374.669578547,434537.46230735,"경기도 성남시 분당구 성남대로 932, 1~9층 별관:성남대로926번길 12, 금탑프라자 702~706호 (야탑동)",81.0,20.0,84.0,0,여유,,,,,,,,,
으뜸병원,211313.708010185,436554.780756187,"경기도 성남시 중원구 성남대로 1133, 성남 메트로칸 3,4층 (성남동)",38.0,7.0,9.0,0,혼잡,,,,,,,,,
분당베스트병원,211425.537822823,434474.106083114,"경기도 성남시 분당구 성남대로926번길 6, 701,801호 (야탑동, 야탑대덕프라자)",149.0,29.0,54.0,0,보통,,,,,,,,,
바른마디병원,214318.566422588,438127.583112652,경기도 성남시 중원구 광명로 330 (금광동),82.0,19.0,53.0,0,여유,A2106200,바른마디병원,경기도 성남시 중원구 광명로 330 (금광동),A2106200,바른마디병원,경기도 성남시 중원구 광명로 330 (금광동),A2106200,바른마디병원,경기도 성남시 중원구 광명로 330 (금광동)
사랑의병원,209893.19444533,432815.237680924,"경기도 성남시 분당구 분당내곡로 151, 6, 7층 (삼평동)",50.0,13.0,15.0,0,혼잡,,,,,,,,,
휴엔병원,212681.476849763,437541.505068242,"경기도 성남시 수정구 산성대로 241, 9,10,11,12층 (신흥동)",180.0,34.0,14.0,0,혼잡,,,,,,,,,
지우병원,212335.696641629,437960.918185518,경기도 성남시 수정구 수정로 183 (태평동),60.0,18.0,29.0,0,보통,,,,,,,,,
성모윌병원,211282.843344556,436931.594676797,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",110.0,23.0,101.0,0,여유,A2115807,성모윌병원,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",A2115807,성모윌병원,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",A2115807,성모윌병원,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)"
성남시의료원,212249.047353812,438077.510365737,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",299.0,84.0,360.0,2,여유,A2116806,성남시의료원,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",A2116806,성남시의료원,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",A2116806,성남시의료원,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)"
위례재활병원,212022.823990217,440388.878095114,"경기도 성남시 수정구 위례서일로 6, 6층~9층 (창곡동)",134.0,36.0,69.0,0,여유,,,,,,,,,
참튼튼병원,204507.651298784,470668.91607406,"경기도 의정부시 태평로 66, 1,2,3,4층 (의정부동)",79.0,17.0,41.0,0,여유,,,,,,,,,
호원병원,203752.299306863,469619.448388527,"경기도 의정부시 신흥로 145-1, B2-5층 (호원동)",65.0,13.0,14.0,0,혼잡,,,,,,,,,
서울척병원,204216.075274824,470124.229147649,"경기도 의정부시 태평로 6, 2~5층 (의정부동)",62.0,9.0,50.0,0,여유,,,,,,,,,
마스터플러스병원,203836.646821482,469012.323625359,"경기도 의정부시 신흥로 84, 지1, 2~6층 (호원동)",203.0,53.0,95.0,2,보통,,,,,,,,,
리하트병원,207742.49663546,469963.143794438,"경기도 의정부시 충의로 3, 1~5층 (용현동)",178.0,43.0,73.0,2,보통,,,,,,,,,
튼튼어린이병원,203863.769923643,471905.93918731,"경기도 의정부시 평화로 647, 미건메디컬프라자 B1,2,3,5층 201호 (의정부동)",55.0,35.0,14.0,0,혼잡,,,,,,,,,
