사업장명,좌표정보(X),좌표정보(Y),도로명주소,병상수,입원실수,의료인수,cluster,혼잡도,hpid_x,dutyName_x,dutyAddr_x,hpid_y,dutyName_y,dutyAddr_y,hpid,dutyName,dutyAddr
건강만세365병원,385141.176049369,180133.177198164,"부산광역시 중구 대청로 105, 건강만세365병원 -1,1~9층 (대청동2가)",149.0,48.0,64.0,2,보통,,,,,,,,,
바른병원,384570.731778786,179494.152011176,"부산광역시 서구 보수대로 9, 4~12층 (충무동1가)",139.0,39.0,86.0,0,여유,,,,,,,,,
엘앤더슨병원,383774.06031573,182112.706791722,부산광역시 서구 대신공원로 39 (서대신동3가),60.0,21.0,11.0,0,혼잡,,,,,,,,,
동아대학교대신병원,383872.895112349,181980.508303146,"부산광역시 서구 대신공원로 26, 동아대학교병원 (동대신동3가)",248.0,82.0,112.0,2,보통,,,,,,,,,
척시원병원,385846.371350951,181097.551650065,"부산광역시 동구 대영로 261 (초량동, 은성빌딩)",88.0,22.0,46.0,0,여유,,,,,,,,,
힘내라병원,387580.623837993,184009.835857368,"부산광역시 동구 범일로 85 (범일동, 삼미85 빌딩)",94.0,31.0,60.0,0,여유,,,,,,,,,
아이(i)서울병원,386124.612542027,178429.439151817,"부산광역시 영도구 영선대로 75, 삼호빌딩 (영선동2가)",47.0,28.0,12.0,0,혼잡,,,,,,,,,
365엠씨병원,387469.584540928,186168.671007785,"부산광역시 부산진구 서면로 74 (부전동, 아이온시티빌딩)",30.0,9.0,11.0,0,보통,,,,,,,,,
밝은눈안과병원,386849.181160778,186232.190998157,부산광역시 부산진구 가야대로 729 (부암동),30.0,11.0,13.0,0,보통,,,,,,,,,
파란시티병원,387630.891412675,184998.952572133,"부산광역시 부산진구 범일로 186, 지하1,지상5~12층 (범천동)",93.0,35.0,27.0,0,혼잡,,,,,,,,,
청맥병원,387586.455743054,186111.698554285,"부산광역시 부산진구 중앙대로 716-1, 지하1~지상6층 (부전동)",33.0,13.0,19.0,0,여유,,,,,,,,,
부산큰병원,384580.891960005,185628.765152285,"부산광역시 부산진구 가야대로 494, 지하1층~지상1층 각 일부, 지상2층~4층 전부 (개금동)",93.0,30.0,55.0,0,여유,,,,,,,,,
에덴어린이병원,386052.548108182,186022.903587568,"부산광역시 부산진구 가야대로 649, 6~15층 (가야동)",99.0,65.0,27.0,0,혼잡,,,,,,,,,
바로서면병원,387795.767511559,186686.460990556,"부산광역시 부산진구 중앙대로 777, 4, 5, 6, 7층 (부전동)",88.0,30.0,31.0,0,보통,,,,,,,,,
큰힘병원,386810.051216696,186879.357527916,"부산광역시 부산진구 신천대로 246, 2층 (부암동, 메리움아파트)",71.0,21.0,38.0,0,여유,,,,,,,,,
의료법인 온그룹의료재단 온병원,386727.117817513,186201.825222639,"부산광역시 부산진구 가야대로 719, ,767,721,본관 지하3~11층 전부,12층 일부,13~14층 전부,15층 일부,신관 1층, 9층 일부 (당감동)",700.0,235.0,433.0,1,여유,A1200020,의료법인 온그룹의료재단 온병원,"부산광역시 부산진구 가야대로 719, ,767,721,본관 지하3~11층 전부,12층 일부,13~14층 전부,15층 일부,신관 1층, 9층 일부 (당감동)",A1200020,의료법인 온그룹의료재단 온병원,"부산광역시 부산진구 가야대로 719, ,767,721,본관 지하3~11층 전부,12층 일부,13~14층 전부,15층 일부,신관 1층, 9층 일부 (당감동)",A1200020,의료법인 온그룹의료재단 온병원,"부산광역시 부산진구 가야대로 719, ,767,721,본관 지하3~11층 전부,12층 일부,13~14층 전부,15층 일부,신관 1층, 9층 일부 (당감동)"
목화병원,388434.07254228,187818.578494118,"부산광역시 부산진구 거제대로36번길 27, 1층(일부), 2~6층, 7층(일부) (양정동)",104.0,27.0,26.0,0,혼잡,,,,,,,,,
정근안과병원,387221.898255712,186253.840304505,"부산광역시 부산진구 가야대로 767, 서면메디칼센터 1~4층 (부전동)",30.0,14.0,11.0,0,보통,,,,,,,,,
미래여성병원,384209.576871945,185708.321755575,"부산광역시 부산진구 가야대로 459, 지하2~지상10층 (개금동)",86.0,45.0,37.0,0,보통,,,,,,,,,
연세척병원,386701.334569664,186193.626091165,"부산광역시 부산진구 가야대로 715, 1층 일부, 2~4층 전부 (당감동)",30.0,6.0,29.0,0,여유,,,,,,,,,
이샘병원,387768.362894747,185095.189001815,"부산광역시 부산진구 황령대로 12, 지하1층(일부), 1층(일부), 2~4층, 5층(일부), 6~8층, 9층(일부), 10층(일부) (범천동)",51.0,21.0,97.0,0,여유,,,,,,,,,
새봄병원,389032.435200299,191467.148178726,"부산광역시 동래구 충렬대로 152, 3층일부,7~10층 (온천동)",115.0,31.0,53.0,0,보통,,,,,,,,,
거인병원,388031.872401421,190345.105964981,"부산광역시 동래구 여고로 12, 거인병원 지하1,지상2~10층 (사직동)",103.0,30.0,78.0,0,여유,,,,,,,,,
의료법인 은빛의료재단 세하병원,390020.305215045,191042.985986252,"부산광역시 동래구 충렬대로 258, 4-5층,12-13층 (낙민동)",129.0,55.0,15.0,0,혼잡,,,,,,,,,
빌리브세웅병원,391940.318639746,190552.117896749,부산광역시 동래구 충렬대로 455 (안락동),238.0,66.0,140.0,2,여유,A1206845,빌리브세웅병원,부산광역시 동래구 충렬대로 455 (안락동),A1206845,빌리브세웅병원,부산광역시 동래구 충렬대로 455 (안락동),A1206845,빌리브세웅병원,부산광역시 동래구 충렬대로 455 (안락동)
워크재활병원,391190.397699535,190734.698466138,부산광역시 동래구 충렬대로 379 (안락동),246.0,64.0,119.0,2,보통,,,,,,,,,
의료법인 상원의료재단 부산힘찬병원,390006.797186421,191136.925894506,부산광역시 동래구 충렬대로 255 (수안동),165.0,35.0,99.0,0,여유,,,,,,,,,
동래성모병원,389368.236349955,191315.649199709,부산광역시 동래구 충렬대로 188 (명륜동),87.0,29.0,35.0,0,보통,,,,,,,,,
동래아동병원,391203.796681477,190663.579038293,부산광역시 동래구 충렬대로 384 (안락동),62.0,34.0,14.0,0,혼잡,,,,,,,,,
사직부산아동병원,388011.114750216,191025.514252282,부산광역시 동래구 아시아드대로 186 (사직동),55.0,30.0,14.0,0,혼잡,,,,,,,,,
좋은날에 드라마여성병원,391874.380597892,190580.14785432,"부산광역시 동래구 충렬대로 449 (안락동, 좋은날에드라마여성병원)",32.0,22.0,35.0,0,여유,,,,,,,,,
나르샤병원,389732.168075367,193079.175547779,부산광역시 동래구 중앙대로1493번길 6 (온천동),64.0,22.0,50.0,0,여유,,,,,,,,,
새힘병원,388313.882320342,191710.804146815,"부산광역시 동래구 아시아드대로 261, 지하1~지상6층 (온천동)",57.0,19.0,9.0,0,혼잡,,,,,,,,,
부산미남병원,388087.222860839,191298.105850637,"부산광역시 동래구 아시아드대로 213, 류엔미즈메디컬 (온천동)",82.0,22.0,58.0,0,여유,,,,,,,,,
부산아동병원,390553.537358461,183747.425049078,"부산광역시 남구 수영로 228, 3-7층 (대연동)",51.0,30.0,16.0,0,혼잡,,,,,,,,,
부산성소병원,390038.185030827,183771.162372053,"부산광역시 남구 수영로 175 (대연동, SMG빌딩)",203.0,57.0,31.0,2,혼잡,,,,,,,,,
위대항병원,390687.961178425,183809.484254224,부산광역시 남구 수영로 241 (대연동),30.0,12.0,11.0,0,보통,,,,,,,,,
시원항병원,382419.813356587,192183.708476508,"부산광역시 북구 금곡대로 27, 더청명빌딩 5~10층 (덕천동)",63.0,25.0,20.0,0,보통,,,,,,,,,
재단법인 일신기독교선교회 맥켄지일신재활병원,382732.895687215,193145.268616987,부산광역시 북구 금곡대로 133 (덕천동),172.0,33.0,84.0,0,보통,,,,,,,,,
의료법인 신생의료재단 센트럴병원,382880.078960501,192079.569817843,부산광역시 북구 만덕대로 37 (덕천동),210.0,60.0,147.0,2,여유,,,,,,,,,
의료법인 인당의료재단 해운대부민병원,396344.255437506,186820.749275428,"부산광역시 해운대구 해운대로 584, 해운대 부민병원 지하4~지상13층 (우동)",384.0,127.0,435.0,2,여유,A1205143,의료법인 인당의료재단 해운대부민병원,"부산광역시 해운대구 해운대로 584, 해운대 부민병원 지하4~지상13층 (우동)",A1205143,의료법인 인당의료재단 해운대부민병원,"부산광역시 해운대구 해운대로 584, 해운대 부민병원 지하4~지상13층 (우동)",A1205143,의료법인 인당의료재단 해운대부민병원,"부산광역시 해운대구 해운대로 584, 해운대 부민병원 지하4~지상13층 (우동)"
의료법인 해올의료재단 힐마루병원,399026.88960257,187172.761860652,"부산광역시 해운대구 달맞이길117번나길 174, 힐마루병원 (중동)",150.0,47.0,26.0,0,혼잡,,,,,,,,,
해운대푸른바다병원,397476.861960507,187317.663264698,"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워(3층일부,8층일부,9층일부,11층일부,12~14층) (중동)",72.0,46.0,36.0,0,보통,,,,,,,,,
퀸즈파크여성병원,398155.660814985,187681.573589165,"부산광역시 해운대구 해운대로 794, 10~11층 (좌동)",32.0,18.0,17.0,0,여유,,,,,,,,,
한마음병원,397540.467298187,186751.661439715,"부산광역시 해운대구 달맞이길 30, 포디움동 2층 (중동, 엘시티)",59.0,36.0,19.0,0,보통,,,,,,,,,
센텀속편한병원,393828.107409721,190277.940988107,부산광역시 해운대구 재반로 169 (재송동),37.0,12.0,21.0,0,여유,,,,,,,,,
인제대학교 해운대백병원,398749.005508548,188211.683012763,부산광역시 해운대구 해운대로 875 (좌동),866.0,239.0,1619.0,1,여유,A1200022,인제대학교 해운대백병원,부산광역시 해운대구 해운대로 875 (좌동),A1200022,인제대학교 해운대백병원,부산광역시 해운대구 해운대로 875 (좌동),A1200022,인제대학교 해운대백병원,부산광역시 해운대구 해운대로 875 (좌동)
해운대나눔과행복병원,397547.447576446,187358.73551491,"부산광역시 해운대구 좌동순환로 502, 이룸제이타워 3~9층 (중동)",226.0,53.0,133.0,2,여유,,,,,,,,,
김&정해운대병원,398074.127570382,188030.043369638,"부산광역시 해운대구 좌동로 88, 8층 (좌동, 울트라타워)",30.0,9.0,6.0,0,혼잡,,,,,,,,,
엘리움병원,398155.660814985,187681.573589165,"부산광역시 해운대구 해운대로 794, 7~8층 (좌동, 삼정엘리움)",48.0,26.0,14.0,0,혼잡,,,,,,,,,
의료법인 한세의료재단 한세병원,398461.813174819,187579.129294703,"부산광역시 해운대구 세실로 31, 대승프라임 6층 (좌동)",33.0,15.0,4.0,0,혼잡,,,,,,,,,
센텀아동병원,394974.292766227,187505.194990201,"부산광역시 해운대구 해운대로 407, 6층 (우동, 신세계프라자)",44.0,23.0,11.0,0,혼잡,,,,,,,,,
굳건병원,379560.984344142,180230.680636153,"부산광역시 사하구 낙동대로 446, 지하2층 일부, 1층 일부, 2~4층 전부, 6층 일부 (당리동)",68.0,21.0,49.0,0,여유,,,,,,,,,
소나무병원,383154.474352375,180366.93172735,"부산광역시 사하구 까치고개로 79-2, 지하1~2층 전부, 1층 일부, 2~4층 전부 (괴정동)",120.0,57.0,40.0,0,보통,,,,,,,,,
의료법인성신의료재단 다대수병원,379731.953370869,174765.307900471,부산광역시 사하구 다대로 565 (다대동),159.0,50.0,47.0,2,혼잡,,,,,,,,,
항스퀘어 병원,380298.868619802,177439.845396617,부산광역시 사하구 다대로 251 (장림동),30.0,15.0,2.0,0,혼잡,,,,,,,,,
파크병원,383154.474352375,180366.93172735,부산광역시 사하구 까치고개로 79-1 (괴정동),148.0,45.0,27.0,0,혼잡,,,,,,,,,
서호하단병원,379560.984344142,180230.680636153,"부산광역시 사하구 낙동대로 446, 7~15층 (당리동)",180.0,60.0,76.0,2,보통,,,,,,,,,
더탄탄병원,381700.901583542,179527.764746144,"부산광역시 사하구 사하로 189, 1층(일부),2~4층 (괴정동, 괴정어반푸르지오)",63.0,20.0,49.0,0,여유,,,,,,,,,
부산더키즈병원,380229.205614374,177632.890631659,"부산광역시 사하구 다대로 234, 5,6,7,8,9층 (장림동)",65.0,41.0,12.0,0,혼잡,,,,,,,,,
부산맘아동병원,379453.799223213,180213.16712886,"부산광역시 사하구 낙동대로 451, 금동빌딩 2,4,5-8층 (하단동)",63.0,39.0,10.0,0,혼잡,,,,,,,,,
순병원,390310.134656521,195024.868657244,부산광역시 금정구 중앙대로 1701 (부곡동),60.0,37.0,27.0,0,보통,,,,,,,,,
부산마이크로병원,390237.707109206,196713.703347617,부산광역시 금정구 중앙대로 1875 (구서동),132.0,43.0,28.0,0,혼잡,,,,,,,,,
단골병원,390336.280355492,196268.610931928,"부산광역시 금정구 중앙대로 1829, 5~10, 14층 12~13층 일부호 (구서동)",95.0,32.0,17.0,0,혼잡,,,,,,,,,
화창한병원,390278.854027773,194898.096714459,"부산광역시 금정구 중앙대로1685번길 12, 지하2~6층 (부곡동)",99.0,39.0,28.0,0,혼잡,,,,,,,,,
더케이부산병원,390364.863576071,195986.908984448,"부산광역시 금정구 금정로 244, 2~5층 (구서동)",47.0,26.0,10.0,0,혼잡,,,,,,,,,
지온병원,389819.155202928,193577.094365931,"부산광역시 금정구 온천장로 146, 지하1,지상3~11층 (장전동)",99.0,41.0,17.0,0,혼잡,,,,,,,,,
더희망찬병원,390416.939681302,194024.210737454,부산광역시 금정구 부곡로 130 (부곡동),140.0,39.0,12.0,0,혼잡,,,,,,,,,
명지아동병원,374899.716836179,179322.521008675,"부산광역시 강서구 명지국제8로 240, 402,501,601호 (명지동, 국제메디칼빌딩)",64.0,32.0,12.0,0,혼잡,,,,,,,,,
웰하이여성아동병원,373573.996361035,177367.942173947,"부산광역시 강서구 명지오션시티4로 95, 2~8, 10층 일부호 (명지동)",42.0,33.0,14.0,0,보통,,,,,,,,,
개나리소아청소년과병원,375222.986528955,179364.528862086,"부산광역시 강서구 명지국제8로 269, 유당빌딩 4~5층 (명지동)",30.0,17.0,2.0,0,혼잡,,,,,,,,,
명지오션척병원,373512.357680157,177446.757768911,"부산광역시 강서구 명지오션시티4로 88, 3~6,7층일부,9층 (명지동)",49.0,21.0,22.0,0,보통,,,,,,,,,
행복한어린이병원,373499.368775529,178572.479628946,"부산광역시 강서구 명지국제1로 25, 우진메디컬프라 8~10층 (명지동)",80.0,50.0,17.0,0,혼잡,,,,,,,,,
새항운병원,389358.218709125,189058.506044335,부산광역시 연제구 중앙대로 1064 (연산동),80.0,30.0,17.0,0,혼잡,,,,,,,,,
의료법인나라의료재단 드림나라병원,389324.415778065,190108.656451565,부산광역시 연제구 중앙대로 1175 (거제동),93.0,49.0,15.0,0,혼잡,,,,,,,,,
위대한탄생여성병원,389406.610544539,189275.184330869,"부산광역시 연제구 중앙대로 1083 (연산동, 3~7층, 12층)",45.0,24.0,22.0,0,보통,,,,,,,,,
의료법인명은의료재단 명은병원,389079.862124133,189632.922153441,"부산광역시 연제구 월드컵대로 184, 명은 병원 (거제동)",66.0,13.0,16.0,0,혼잡,,,,,,,,,
한양류마디병원,390995.593384019,189691.934996533,부산광역시 연제구 과정로 272 (연산동),200.0,48.0,63.0,2,보통,,,,,,,,,
리스본병원,389488.706833663,189270.776461837,"부산광역시 연제구 중앙대로 1090, 프라임시티 9~11, 13층 일부호 (연산동)",55.0,11.0,17.0,0,혼잡,,,,,,,,,
주성산 이진용맘병원,389200.806587619,190119.772747657,"부산광역시 연제구 거제대로 295, 8~11층 (거제동)",40.0,14.0,13.0,0,보통,,,,,,,,,
한빛병원,391888.508759155,189214.013109373,"부산광역시 연제구 과정로 140, 부산은행 4층~10층 (연산동)",99.0,39.0,47.0,0,보통,,,,,,,,,
베테랑병원,389529.517654144,189324.730324163,"부산광역시 연제구 중앙대로 1098, 7~11층 (연산동)",57.0,18.0,29.0,0,보통,,,,,,,,,
세움병원,389762.986134543,189486.317748469,부산광역시 연제구 고분로13번길 15 (연산동),144.0,36.0,63.0,0,보통,,,,,,,,,
상쾌한병원,392481.324708482,187491.54754233,부산광역시 수영구 연수로 406(광안동),37.0,13.0,12.0,0,보통,,,,,,,,,
박원욱병원,392531.670195307,186197.061795234,"부산광역시 수영구 광안로 4, 지하1층,지상5~8층 (광안동, 에스케이뷰상가)",100.0,27.0,34.0,0,보통,,,,,,,,,
수영어린이병원,392578.64517389,187222.219535354,"부산광역시 수영구 수영로 671, 2층~3층 (광안동)",38.0,20.0,10.0,0,혼잡,,,,,,,,,
의료법인 영재의료재단 큰솔2병원,381032.911095974,184525.81747813,부산광역시 사상구 학장로 189 (학장동),193.0,51.0,79.0,2,보통,,,,,,,,,
사상스마트병원,381305.912068646,185803.908101407,"부산광역시 사상구 학감대로 269, 지하2~지상10층 (감전동)",261.0,70.0,110.0,2,보통,,,,,,,,,
동남권원자력의학원원자력병원,403981.233496395,204720.419045565,부산광역시 기장군 장안읍 좌동길 40,261.0,85.0,403.0,2,여유,A1200015,동남권원자력의학원원자력병원,부산광역시 기장군 장안읍 좌동길 40,A1200015,동남권원자력의학원원자력병원,부산광역시 기장군 장안읍 좌동길 40,A1200015,동남권원자력의학원원자력병원,부산광역시 기장군 장안읍 좌동길 40
정관우리아동병원,398134.856761738,204657.775228914,"부산광역시 기장군 정관읍 정관중앙로 56, 프라임빌딩",45.0,20.0,16.0,0,보통,,,,,,,,,
(재)일신기독교선교회 정관일신기독병원,397942.700663843,204428.576197141,"부산광역시 기장군 정관읍 정관6로 31, 3-8, 10층",139.0,66.0,89.0,2,여유,,,,,,,,,
일광아동병원,402463.874023116,198527.513713401,"부산광역시 기장군 일광읍 해빛6로 85-16, 일광청보리더스 6~9층",40.0,23.0,15.0,0,보통,,,,,,,,,
누네안과병원,344602.34173515,263792.103323996,"대구광역시 중구 달구벌대로 2179, 눈빌딩 1층~8층 (삼덕동2가)",150.0,46.0,52.0,0,보통,,,,,,,,,
계명대학교대구동산병원,342935.432333719,264310.97571078,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",306.0,116.0,258.0,2,여유,A1303386,계명대학교대구동산병원,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",A1303386,계명대학교대구동산병원,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",A1303386,계명대학교대구동산병원,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)"
광개토병원,343881.177240636,264052.881703325,"대구광역시 중구 중앙대로 366, 지하1,2,3,5,7,11,12,14,17층 (덕산동)",65.0,20.0,36.0,0,여유,,,,,,,,,
대구삼육오엠씨병원,343978.239110686,263908.094895376,"대구광역시 중구 명륜로23길 106, 반월당 클래시아2차 2,3층 (봉산동)",30.0,14.0,7.0,0,혼잡,,,,,,,,,
라파엘병원,343708.664139556,263417.227532825,대구광역시 중구 중앙대로 303 (남산동),45.0,16.0,23.0,0,여유,,,,,,,,,
푸른병원,343438.894560389,265123.795750983,대구광역시 중구 태평로 102 (태평로3가),152.0,51.0,135.0,2,여유,,,,,,,,,
으뜸병원,343471.485443124,264475.81583324,대구광역시 중구 국채보상로 536 (수동),81.0,22.0,63.0,0,여유,,,,,,,,,
척탑병원,342875.253155352,263957.611698755,대구광역시 중구 달구벌대로 1999 (동산동),104.0,29.0,96.0,0,여유,,,,,,,,,
든든한병원,345540.500181823,265666.858678634,"대구광역시 동구 신암로 120, 1층일부,2~7층 (신암동)",70.0,16.0,36.0,0,여유,,,,,,,,,
웰키즈아동병원,355865.611497639,264626.115037599,"대구광역시 동구 안심로 389, 3,4,5,6층 (신서동)",46.0,30.0,11.0,0,혼잡,,,,,,,,,
대구스마일병원,340511.431979053,264476.226538884,"대구광역시 서구 국채보상로 232, 9~15층 (평리동)",196.0,53.0,66.0,2,보통,,,,,,,,,
더필병원,340375.784448483,265015.921290629,대구광역시 서구 서대구로 194 (평리동),114.0,30.0,98.0,0,여유,A1303923,더필병원,대구광역시 서구 서대구로 194 (평리동),A1303923,더필병원,대구광역시 서구 서대구로 194 (평리동),A1303923,더필병원,대구광역시 서구 서대구로 194 (평리동)
참튼튼병원,341061.193457726,263322.685867634,"대구광역시 서구 달구벌대로 1807, 지하1,1층일부~7층 (내당동)",99.0,22.0,47.0,0,보통,,,,,,,,,
대구예스병원,342535.755162739,261033.424898726,"대구광역시 남구 대명로 186, 지하1, 지상2~7층 (대명동)",160.0,53.0,62.0,2,보통,A1304119,대구예스병원,"대구광역시 남구 대명로 186, 지하1, 지상2~7층 (대명동)",A1304119,대구예스병원,"대구광역시 남구 대명로 186, 지하1, 지상2~7층 (대명동)",A1304119,대구예스병원,"대구광역시 남구 대명로 186, 지하1, 지상2~7층 (대명동)"
통합의료진흥원 전인병원,341756.341686665,261523.938933693,대구광역시 남구 두류공원로 77 (대명동),200.0,61.0,56.0,2,혼잡,,,,,,,,,
관문병원,340581.448743009,260649.068162733,"대구광역시 남구 월배로 480, 2,3,8,9,10,11층 (대명동)",109.0,35.0,66.0,0,여유,,,,,,,,,
한영한마음아동병원,340519.881278584,260505.621695551,대구광역시 남구 월배로 468 (대명동),69.0,43.0,41.0,0,여유,,,,,,,,,
대구보건대학교병원,340481.226317685,272505.366926318,대구광역시 북구 팔거천동로 209 (동천동),247.0,56.0,96.0,2,보통,,,,,,,,,
칠곡경북대학교병원,341060.291840173,274001.578647157,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",945.0,275.0,1407.0,1,여유,A1300010,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",A1300010,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",A1300010,칠곡경북대학교병원,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)"
뉴라이프병원,345895.93045832,267642.920615218,대구광역시 북구 공항로 15 (복현동),201.0,40.0,78.0,2,보통,,,,,,,,,
근로복지공단 대구병원,341044.442038716,273400.631796057,대구광역시 북구 학정로 515 (학정동),200.0,65.0,103.0,2,여유,,,,,,,,,
해피아이병원,340486.076376065,272531.810873684,"대구광역시 북구 팔거천동로 213, 3층~6층 (동천동)",60.0,34.0,24.0,0,보통,,,,,,,,,
침산제이병원,343159.654422314,266550.305167496,"대구광역시 북구 침산남로 94, 다빈치 타워 1,3,4,6~8층 (침산동)",161.0,32.0,5.0,0,혼잡,,,,,,,,,
의료법인 효민의료재단 큰사랑병원,344843.464427522,266105.354859842,"대구광역시 북구 대현로 46, 지하1층일부,1일부,5층,6층일부,7~8층 (대현동)",78.0,22.0,17.0,0,혼잡,,,,,,,,,
의료법인 대구의료재단 케이병원,339527.443255698,270821.944410036,대구광역시 북구 칠곡중앙대로 357(태전동),241.0,69.0,17.0,2,혼잡,,,,,,,,,
미래병원,345039.482124278,265324.027519155,"대구광역시 북구 신암로 55, 1층일부,2~3층,5~10층 (대현동)",192.0,52.0,13.0,2,혼잡,,,,,,,,,
우리아이아동병원,345984.671121678,267300.804613056,"대구광역시 북구 동북로 244, 7층,8층 (복현동)",36.0,23.0,14.0,0,보통,,,,,,,,,
경대돌담병원,340786.864417384,274332.023954739,"대구광역시 북구 호국로 861, 본관동 지상1~5층 (동호동)",140.0,49.0,28.0,0,혼잡,,,,,,,,,
경대자연병원,345866.119052861,272562.955096575,"대구광역시 북구 동화천로 241, 4~7층 (연경동)",99.0,38.0,24.0,0,혼잡,,,,,,,,,
굳센병원,346357.475654139,264234.751452245,대구광역시 수성구 국채보상로 830 (범어동),61.0,20.0,46.0,0,여유,,,,,,,,,
수성아동병원,345942.087782905,262756.685449216,"대구광역시 수성구 명덕로 424, 진명빌딩 (수성동2가)",45.0,25.0,22.0,0,보통,,,,,,,,,
올곧은병원,347529.806226566,264713.374826463,대구광역시 수성구 화랑로 66 (만촌동),43.0,10.0,25.0,0,여유,,,,,,,,,
대구제이케이(JK)병원,345857.221202617,262762.602556395,"대구광역시 수성구 명덕로 414, 9~12층 (수성동2가)",60.0,32.0,26.0,0,보통,,,,,,,,,
행복한에이치(H)병원,349151.113530715,262980.298224469,"대구광역시 수성구 달구벌대로 2656, 1~5,7~11,13~14층 (만촌동)",41.0,23.0,21.0,0,여유,,,,,,,,,
수성한미병원,346203.908398505,263337.877098905,"대구광역시 수성구 달구벌대로 2348, 수협 G 타워 4~6층, 11층 (수성동3가)",62.0,12.0,26.0,0,보통,,,,,,,,,
여성아이병원,338178.866316469,258401.901563391,대구광역시 달서구 월배로 141 (진천동),43.0,24.0,85.0,0,여유,,,,,,,,,
더열린병원,338916.524439172,262312.612340037,"대구광역시 달서구 달구벌대로 1571, 더열린병원 (죽전동)",128.0,38.0,93.0,0,여유,,,,,,,,,
백두병원,337101.938470308,257871.687865583,대구광역시 달서구 월배로 18 (진천동),62.0,19.0,37.0,0,여유,,,,,,,,,
더나은병원,338998.817608681,262241.722998674,대구광역시 달서구 달구벌대로 1576 (감삼동),284.0,78.0,112.0,2,보통,,,,,,,,,
나사렛종합병원,337788.166245049,258224.286111263,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",269.0,85.0,290.0,2,여유,A1300038,나사렛종합병원,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",A1300038,나사렛종합병원,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",A1300038,나사렛종합병원,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)"
의료법인해성의료재단해성아리즈웰병원,335681.886405936,262679.912743511,대구광역시 달서구 계대동문로 96 (이곡동),263.0,72.0,92.0,2,보통,,,,,,,,,
한솔병원,332457.450310827,262873.847481411,대구광역시 달성군 다사읍 달구벌대로 895,99.0,28.0,33.0,0,보통,,,,,,,,,
행복한 병원,332873.58844066,244686.529495474,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",59.0,41.0,37.0,0,여유,,,,,,,,,
더퍼스트병원,334408.740194315,256363.918698473,"대구광역시 달성군 화원읍 비슬로 2463, 103호,104호,201호,301호,5층",60.0,17.0,36.0,0,여유,,,,,,,,,
우리허브병원,331393.936783614,244500.705818183,"대구광역시 달성군 현풍읍 테크노상업로 30, 3층~7층 일부, 8층, 9층 & 테크노상업로 26, 6~7층",152.0,52.0,49.0,2,보통,,,,,,,,,
퍼스트병원,167824.245816617,440863.351688107,"인천광역시 중구 서해대로 492, 퍼스트병원 (유동)",249.0,70.0,80.0,2,보통,,,,,,,,,
가천대부속 동인천길병원,167322.153233407,441347.049558338,"인천광역시 중구 큰우물로 21 (용동, 지하1층, 1층, 3~5층, 8층)",60.0,15.0,9.0,0,혼잡,,,,,,,,,
성모원탑병원,172852.286700676,439733.59893293,인천광역시 미추홀구 경인로 488 (주안동),37.0,10.0,21.0,0,여유,,,,,,,,,
나누리병원,172560.120355908,438813.793360563,"인천광역시 미추홀구 인주대로 485 (주안동, 지2층 일부, 1~10층)",109.0,28.0,79.0,0,여유,,,,,,,,,
새건병원,172315.981380844,439543.397351451,"인천광역시 미추홀구 경인로 430, 지1,2~9층 (주안동)",53.0,18.0,33.0,0,여유,,,,,,,,,
한국보훈복지의료공단 인천보훈병원,169232.24130315,439306.181110157,"인천광역시 미추홀구 인주대로 138, 인천보훈병원 지(1,2),1~7층 (용현동)",136.0,37.0,140.0,0,여유,,,,,,,,,
방그레병원,172418.983693663,438750.966464516,"인천광역시 미추홀구 인주대로 472, 한맥메디빌딩 지하1~10층 (주안동)",93.0,28.0,35.0,0,보통,,,,,,,,,
곧바로병원,172283.891205953,438750.099653227,"인천광역시 미추홀구 인주대로 458, 승현빌딩 지1,2~11층 (주안동)",95.0,29.0,70.0,0,여유,,,,,,,,,
저스트병원,168262.30072729,440012.749762569,"인천광역시 미추홀구 석정로 21, 4~7층 (숭의동)",80.0,23.0,52.0,0,여유,,,,,,,,,
서울이왕병원,171677.632217808,439803.634728024,"인천광역시 미추홀구 미추홀대로 702, 효광빌딩 2,3,4,7,8층 (주안동)",70.0,20.0,53.0,0,여유,,,,,,,,,
